DEVELOPMENT_ID,STATE_NAME.x,STATE_CODE,ZIPCODE,INSPECTION_SCORE,INSPECTION_DATE,in_floodplain,inspection_year,latitude,longitude,distance_to_floodzone,census_code,block_group,county,age,total_pop,total_white,total_black,total_hispanic,poverty,income,public_assistance,owner,renter,vehicles,prop_value,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,disability_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c
NC006000008,NC,37,27260,93,2015-03-03,0,2015,35.945312,-80.004578,3707.348612,370810143002027,370810143002,37081,30.3,747,83,423,2,195,17361,257,7,250,257,NA,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC006000019,NC,37,27265,99,2015-03-04,0,2015,35.986585,-79.980476,5732.810953,370810144114001,370810144114,37081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC006000006,NC,37,27260,93,2015-04-08,0,2015,35.966356250000004,-79.98211425000001,5691.73726525,370810139004000,370810139004,37081,21.2,2214,35,1543,204,494,16400,626,131,495,626,80100,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC006000024,NC,37,27260,87,2015-03-20,0,2015,35.94315,-79.99435,4629.029842,370810142003015,370810142003,37081,33.8,988,82,399,211,258,20543,322,84,238,322,74100,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC006000015,NC,37,27260,99,2015-03-04,0,2015,35.965128,-79.99074320000001,4872.4223304,370810138004002,370810138004,37081,22.4,444,15,270,125,127,18115,174,9,165,174,NA,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC006000021,NC,37,27263,99,2015-05-08,0,2015,35.928342,-79.978005,6149.202322,370810145022009,370810145022,37081,28.4,2398,459,1012,132,550,27817,815,290,525,815,88100,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC006000023,NC,37,27260,93,2015-03-20,0,2015,35.94315,-79.99435,4629.029842,370810142003015,370810142003,37081,33.8,988,82,399,211,258,20543,322,84,238,322,74100,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC013000003,NC,37,27701,91,2015-03-23,0,2015,35.997147,-78.882702,37226.95492,370630009001006,370630009001,37063,33.6,1010,49,452,509,161,22292,331,55,276,331,93600,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC013000011,NC,37,27705,84,2015-02-05,0,2015,36.005412,-78.955047,32471.97769,370630015041002,370630015041,37063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC006000022,NC,37,27260,93,2015-03-26,0,2015,35.951748,-79.97985,5893.679377,370810142001018,370810142001,37081,44.5,1005,169,509,192,224,29944,373,239,134,373,69000,36.9,506763,265781,166233,38207,126562,502863,45651,199540,118976,80564,199540,156100
NC013000014,NC,37,27701,89,2015-02-02,0,2015,35.989489,-78.903148,36703.27379,370630023001024,370630023001,37063,31.2,962,129,712,118,74,18281,219,32,187,219,NA,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC013000015,NC,37,27713,85,2015-02-03,0,2015,35.93496,-78.891458,39557.56827,370630020262003,370630020262,37063,26,4017,302,3149,456,770,50489,1708,628,1080,1708,153100,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC013000008,NC,37,27703,86,2015-02-27,0,2015,35.978826399999996,-78.86789639999999,39640.71335,370630010012037,370630010012,37063,42.3,1034,64,660,121,228,26875,379,125,254,379,91000,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC020000001,NC,37,27893,60,2015-04-21,0,2015,35.724316,-77.904922,1197.204407,371950007023009,371950007023,37195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,81581,39416,31173,8103,21179,80444,39847,32003,19213,12790,32003,116300
NC013000010,NC,37,27705,88,2015-03-06,0,2015,36.004247,-78.955262,32566.99761,370630015041001,370630015041,37063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC013000030,NC,37,27701,98,2015-02-27,0,2015,35.989014,-78.888421,37580.21623,370630011002014,370630011002,37063,33.4,1248,89,953,203,233,21960,509,90,419,509,75000,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC013000029,NC,37,27701,82,2015-02-03,0,2015,35.990832499999996,-78.8919865,37219.277795,370630011003022,370630011003,37063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC013000028,NC,37,27703,81,2015-02-04,0,2015,35.988446499999995,-78.8842875,37868.11862,370630010013003,370630010013,37063,30.6,1963,160,1105,494,341,35227,520,177,343,520,59700,34.4,288817,121493,107085,38768,67955,283358,52503,115975,62241,53734,115975,183800
NC049000001,NC,37,28655,80,2015-03-17,0,2015,35.75213166666667,-81.69948333333333,398.27046809999996,370230205001015,370230205001,37023,40.3,2167,1247,375,228,529,24441,858,506,352,858,132900,42.9,89548,73673,5263,5174,22824,87122,39360,34180,24366,9814,34180,113100
NC019000002,NC,37,27801,85,2015-03-11,0,2015,35.939097,-77.794928,1061.986497,370650203001035,370650203001,37065,48.8,1252,49,1177,3,343,26815,543,339,204,543,75900,39.9,55280,20468,31167,2238,14198,54230,32659,21026,12586,8440,21026,82200
