GEOID,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c,year
48099,30.5,76276,46198,11431,13005,16009,49783,20910,12010,8900,20910,97900,2014
48101,50.7,1596,1038,184,361,502,34833,706,527,179,706,39300,2014
48103,34.1,4602,1716,160,2687,1167,52451,1611,1181,430,1611,73800,2014
48105,38.6,3871,1387,6,2453,1069,51594,1418,1008,410,1418,49600,2014
48107,38.4,6025,2509,242,3222,1652,38668,2208,1422,786,2208,53100,2014
48109,39,2325,427,16,1847,565,35302,868,614,254,868,46200,2014
48111,30.8,6957,3729,94,2900,1592,41105,2299,1497,802,2299,70700,2014
48113,32.9,2448943,783974,533634,950159,567715,49925,868717,451904,416813,868717,129200,2014
48115,33.1,13593,5204,841,7384,3035,39746,4363,3109,1254,4363,58800,2014
48117,31.4,19331,5560,180,13352,4589,42995,6210,4138,2072,6210,81600,2014
48119,43.7,5239,4279,422,345,1340,40988,1926,1531,395,1926,73200,2014
48121,33.8,708627,445154,59140,132267,178346,74662,250472,161986,88486,250472,189000,2014
48123,41.9,20397,11555,1889,6788,4706,48082,6921,5409,1512,6921,86300,2014
48125,43.6,2339,1598,123,588,605,38397,928,703,225,928,47400,2014
48127,35.6,10537,1436,49,9052,2481,38140,3635,2594,1041,3635,58400,2014
48129,43.8,3636,3025,205,356,878,40719,1277,982,295,1277,61400,2014
48131,37.6,11644,1190,83,10301,2705,32479,3920,2786,1134,3920,53800,2014
48133,42.4,18403,14884,386,2793,4308,35221,6970,5099,1871,6970,58700,2014
48135,30.9,144932,55549,5889,80169,35680,54903,50214,32894,17320,50214,96800,2014
48137,52.1,2037,1025,15,997,522,41726,799,711,88,799,71100,2014
48139,35.5,154447,99545,13326,37587,40605,61898,51814,37652,14162,51814,140200,2014
48141,31.4,823862,110287,24393,670946,194230,40783,257600,159102,98498,257600,112800,2014
48143,30.5,39291,30056,548,7724,9004,40711,14696,8749,5947,14696,112200,2014
48145,39.5,17524,9131,4364,3811,3528,33587,5496,4012,1484,5496,64400,2014
48147,41.1,33775,27034,2351,3400,8293,44432,11795,8765,3030,11795,92300,2014
48149,47.4,24725,18047,1753,4768,6657,48711,9748,7471,2277,9748,130800,2014
48151,43.6,3882,2641,115,1073,1059,42850,1619,1185,434,1619,61700,2014
48153,38.1,6263,2567,163,3438,1791,40993,2400,1630,770,2400,62200,2014
48155,47.3,1159,969,12,169,265,34375,519,372,147,519,45400,2014
48157,35.3,632946,224691,131378,151616,163817,86407,198316,156145,42171,198316,189500,2014
48159,43.2,10600,8499,473,1389,2975,44000,4228,3223,1005,4228,101800,2014
48161,40.9,19661,13375,3174,2799,5261,44072,7351,5663,1688,7351,78200,2014
48163,31.5,17847,3075,640,13922,3685,35681,4854,3360,1494,4854,63400,2014
48165,28.9,18496,10830,281,7082,4312,54434,5483,4299,1184,5483,89500,2014
48167,37.4,302276,176852,39798,70050,76636,61744,111953,75388,36565,111953,150300,2014
48169,39.6,6337,2516,327,3463,1133,49479,1607,1192,415,1607,71300,2014
48171,50.2,25179,19434,58,5281,7217,52414,10606,7911,2695,10606,218600,2014
48173,41.3,1190,844,0,346,353,81563,470,311,159,470,182500,2014
48175,45.6,7357,4323,344,2597,2175,49702,2978,2517,461,2978,113700,2014
48177,37.9,20054,8760,1396,9745,4545,41263,6397,4541,1856,6397,81400,2014
48179,37.7,22771,15248,945,5812,5516,45179,8403,6208,2195,8403,73200,2014
48181,40.1,121975,94674,7000,14560,32354,47631,46747,31618,15129,46747,105800,2014
48183,35.3,122736,73377,24611,21230,30805,46391,45511,28122,17389,45511,122900,2014
48185,39.2,26812,16061,4064,5938,6244,46652,9001,6789,2212,9001,95800,2014
48187,36.6,139709,74453,8909,50790,36224,62412,47768,37093,10675,47768,158700,2014
48189,32.4,35925,12903,1512,20620,8408,42303,11644,7319,4325,11644,71100,2014
48191,44.5,3270,1895,232,1112,797,33205,1176,810,366,1176,42000,2014
48193,48,8330,7299,65,902,2190,42211,3084,2250,834,3084,95200,2014
48195,37.2,5540,2974,6,2472,1462,46181,1988,1525,463,1988,76800,2014
48197,42.4,4050,2762,370,864,1035,37656,1706,1214,492,1706,42600,2014
48199,38.6,55215,48245,3242,2753,15241,52438,20746,16266,4480,20746,99000,2014
48201,32.6,4269608,1369752,789802,1766483,996530,53822,1462002,813637,648365,1462002,133400,2014
48203,36.9,66971,42874,14837,7885,17042,46969,23544,17476,6068,23544,110900,2014
48205,39.5,6091,4044,485,1518,1345,65132,1817,1175,642,1817,143100,2014
48207,39.9,5875,4071,201,1451,1542,42645,2297,1749,548,2297,47900,2014
48209,30.6,170410,97384,5682,61863,37851,58878,58749,38238,20511,58749,175700,2014
48211,34,4032,2573,5,1370,1081,58281,1410,1034,376,1410,110800,2014
48213,43.2,78836,62980,5048,9035,20568,40299,29820,22507,7313,29820,88100,2014
48215,28.6,806447,60001,3281,733179,181499,34952,221150,150221,70929,221150,78900,2014
48217,42.3,35027,25383,2415,6690,9164,40994,13108,9484,3624,13108,84600,2014
48219,32.6,23205,11427,761,10536,6102,50485,8122,5647,2475,8122,79300,2014
48221,46.8,52347,45051,395,5745,14253,54397,21104,16246,4858,21104,150600,2014
48223,39.2,35478,26544,2449,5583,9964,45158,13243,9487,3756,13243,93300,2014
48225,43.9,23151,14365,5996,2414,5129,32855,7911,5562,2349,7911,74900,2014
48227,37,35702,18660,1830,13996,7341,47994,11192,7641,3551,11192,70400,2014
48229,38.1,3344,671,23,2634,742,23350,1022,843,179,1022,41900,2014
48231,37.8,87256,64590,7378,12438,20957,44898,30697,21233,9464,30697,92000,2014
48233,37.2,21947,15940,535,4682,5533,47191,8390,6446,1944,8390,68200,2014
48235,47,1626,1136,0,437,475,54886,625,477,148,625,104400,2014
48237,40.5,8967,7113,354,1365,2034,45130,2959,2211,748,2959,79000,2014
48239,39.6,14336,8784,993,4343,3607,50856,5216,3912,1304,5216,84700,2014
48241,40.5,35826,26855,5912,2223,8491,39176,12511,9719,2792,12511,87400,2014
48243,54.7,2282,1363,3,852,703,51357,1051,771,280,1051,106900,2014
48245,35.9,252466,109536,84180,45664,59348,42368,92771,59064,33707,92771,96400,2014
48247,37.7,5266,228,109,4892,1277,38013,1773,1333,440,1773,71300,2014
48249,34.2,41348,7958,274,32777,10230,42463,13488,9607,3881,13488,67400,2014
48251,36.4,153854,115758,3652,29353,40881,58221,53255,39739,13516,53255,114100,2014
48253,39.7,20092,11589,2812,5248,3732,42287,5641,4421,1220,5641,65200,2014
48255,37.7,14884,5876,1262,7589,3085,44650,4460,3377,1083,4460,77900,2014
48257,35.6,107119,73654,9918,19544,27508,61459,35177,27221,7956,35177,131500,2014
48259,43.3,36058,27315,216,7717,10001,74320,13119,9554,3565,13119,286400,2014
48261,31.8,528,142,0,385,103,36563,131,40,91,131,166700,2014
48263,45.8,858,731,1,125,224,46842,374,279,95,374,66100,2014
48265,47.8,49914,35484,840,12425,13151,42930,20353,14454,5899,20353,153100,2014
48267,52.8,4522,3417,1,1072,1365,40000,2064,1571,493,2064,84500,2014
48269,48.6,290,226,0,64,82,54583,127,47,80,127,71700,2014
48271,43.6,3598,1336,35,2215,798,32473,1157,958,199,1157,68400,2014
48273,28.1,32142,7181,1282,22826,7379,37725,11059,5817,5242,11059,77100,2014
48275,40.6,3776,2299,252,1211,975,37018,1528,1075,453,1528,42200,2014
48277,40.5,49704,37495,6262,3451,13203,41130,18965,12443,6522,18965,84100,2014
48279,36.2,13875,5775,585,7364,3397,37161,4784,3350,1434,4784,58700,2014
48281,41.1,20020,14840,805,3667,5586,48862,7409,5540,1869,7409,128400,2014
48283,32.4,7075,1004,82,5968,1276,35554,1860,1257,603,1860,69200,2014
48285,45.1,19438,14606,1364,3310,5574,45780,7751,6134,1617,7751,99100,2014
48287,40.1,16617,10724,1920,3789,4244,52452,5967,4498,1469,5967,115900,2014
48289,45.6,16784,12931,1284,2319,4480,48763,6170,5223,947,6170,89600,2014
48291,36.5,76707,52030,8238,14867,18479,47722,25088,19518,5570,25088,84900,2014
48293,38.6,23531,14284,4154,4720,5736,39484,8183,6142,2041,8183,83800,2014
48295,35.2,3418,2361,6,920,795,61151,1173,840,333,1173,87800,2014
48297,42,11738,6770,451,4266,2653,44579,3738,3041,697,3738,87700,2014
48299,55.6,19272,16996,444,1728,5444,45205,8651,6710,1941,8651,160000,2014
48301,43,89,37,0,30,15,65625,33,12,21,33,85000,2014
48303,30.6,286747,161115,19718,94630,66920,45529,106885,61177,45708,106885,109900,2014
48305,38.1,5806,2894,68,2721,1580,41541,2158,1552,606,2158,72200,2014
48307,42.9,8245,5441,108,2527,2019,40908,3055,2398,657,3055,71800,2014
48309,32.9,239717,139307,34193,58550,57392,42544,85893,50428,35465,85893,112100,2014
48311,42.5,646,279,0,367,170,45208,251,204,47,251,64100,2014
48313,34.2,13771,7887,2594,2889,2714,40879,3839,2713,1126,3839,87700,2014
48315,48.5,10335,7359,2339,378,2802,34363,4439,3362,1077,4439,78300,2014
48317,32.6,5096,2593,118,2340,1212,52232,1563,1166,397,1563,90500,2014
48319,50.1,4061,2942,0,981,1154,45536,1678,1378,300,1678,165500,2014
48321,37.4,36611,17058,3634,14432,9079,40410,13143,8972,4171,13143,91300,2014
48323,30,55821,1722,42,53197,13025,32536,16091,11316,4775,16091,85900,2014
48325,37.9,46965,21357,980,23674,11868,56338,15221,12036,3185,15221,115500,2014
48327,44.7,2193,1283,23,817,591,34091,886,650,236,886,58400,2014
48329,32.5,146387,74487,8816,58705,36429,66966,51609,34897,16712,51609,157300,2014
48331,41.3,24388,15686,2026,5960,6147,37183,9279,6242,3037,9279,79600,2014
48333,45.2,4881,4081,15,773,1283,44241,1798,1490,308,1798,100000,2014
48335,34.8,9236,4531,912,3529,1900,45769,2690,1953,737,2690,45800,2014
48337,43.5,19568,17077,41,1981,5480,45897,8090,5962,2128,8090,91800,2014
48339,36.3,487028,339838,20534,105626,124315,68840,168279,122014,46265,168279,169800,2014
48341,31,22172,7993,486,11653,5280,48149,6836,4710,2126,6836,87600,2014
48343,43.5,12805,8456,2945,1087,3683,39387,4967,3590,1377,4967,66000,2014
48345,38.3,1172,951,12,201,289,34853,462,336,126,462,55400,2014
48347,30,65322,39734,11794,11867,15118,39126,23708,13441,10267,23708,108900,2014
48349,37.8,48073,28319,6698,11893,12804,40976,17660,12033,5627,17660,79600,2014
48351,40.7,14323,10612,3064,463,3183,36890,4823,3707,1116,4823,73800,2014
48353,38.2,15082,8895,618,5254,3561,37342,5449,3784,1665,5449,54700,2014
48355,35,348130,110565,12740,214573,86166,49368,125458,72904,52554,125458,111100,2014
48357,31.6,10546,5014,18,5296,2810,51115,3770,2650,1120,3770,77600,2014
48359,33.5,2068,1537,136,251,469,51250,643,487,156,643,87300,2014
48361,38.5,82737,67965,6837,5336,22372,48766,31373,23868,7505,31373,94000,2014
48363,40.9,28028,21512,666,5298,7054,41370,10413,7407,3006,10413,80200,2014
48365,38.1,23880,17535,4074,2075,6284,51794,8979,7153,1826,8979,89300,2014
48367,39.6,119784,101564,2025,13172,32005,64979,42887,33488,9399,42887,157900,2014
48369,32.1,10124,3762,163,6177,2503,46308,3278,2289,989,3278,83800,2014
48371,36.3,15677,4103,820,10592,3112,49421,4546,3090,1456,4546,68600,2014
48373,43.2,45757,32698,5047,6364,12460,39412,17195,13607,3588,17195,78300,2014
48375,33.1,122053,57991,11108,44402,27557,37758,43002,24951,18051,43002,86100,2014
48377,41,7479,1171,19,6072,1833,30983,2646,1787,859,2646,44900,2014
48379,46.8,10988,9497,255,885,3021,46531,4188,3423,765,4188,98500,2014
48381,35.4,124862,94872,3097,22562,33414,60895,48942,33655,15287,48942,144400,2014
48383,37.3,3520,1022,112,2374,952,52692,1200,872,328,1200,70300,2014
48385,53.8,3365,2729,4,623,926,37019,1208,913,295,1208,113500,2014
48387,45.5,12642,9278,2222,879,3331,31344,5144,3758,1386,5144,69100,2014
48389,35,13978,2677,640,10402,2455,44950,3705,2652,1053,3705,40600,2014
48391,43.1,7295,3191,403,3547,1973,44688,2771,2154,617,2771,66500,2014
48393,44.8,924,906,0,10,278,73182,348,305,43,348,104700,2014
48395,41,16546,9686,3504,3135,4219,43371,6002,4265,1737,6002,79800,2014
48397,36.2,83239,60984,4343,13714,22680,86597,27733,22580,5153,27733,187600,2014
48399,41.2,10441,6811,57,3462,2802,38684,3739,2818,921,3739,65400,2014
48401,38.9,54159,35243,9614,8299,12542,46924,17794,13596,4198,17794,96700,2014
48403,50.2,10551,9164,945,387,2513,33951,3965,3485,480,3965,80700,2014
48405,47.9,8777,6054,1994,579,1901,29293,3117,2501,616,3117,69300,2014
48407,43.8,26831,20320,3079,3123,7258,46969,9285,7616,1669,9285,87800,2014
48409,35.7,65509,26889,1144,36191,16976,51760,22621,15416,7205,22621,90600,2014
48411,42.4,5901,3984,147,1689,1298,38065,2098,1600,498,2098,69400,2014
48413,36,3281,1669,4,1596,777,44643,1028,734,294,1028,83500,2014
48415,36.4,17108,9530,700,6495,4206,50829,5894,4333,1561,5894,88800,2014
48417,42.8,3359,2916,46,354,953,50857,1360,1049,311,1360,72300,2014
48419,37.6,25698,16437,4437,4424,6400,36250,9564,6895,2669,9564,68300,2014
48421,37.3,3060,1689,4,1291,759,49219,1007,764,243,1007,77400,2014
48423,36,214735,131865,38078,38701,53927,46669,79089,52107,26982,79089,126400,2014
48425,40.4,8575,6637,144,1643,2415,51190,3265,2311,954,3265,141300,2014
48427,29.2,62040,2103,17,59362,13353,25906,16073,12305,3768,16073,65400,2014
48429,38.7,9485,7045,238,2084,2438,43082,3469,2602,867,3469,76700,2014
48431,35.8,1360,866,3,491,368,50509,475,349,126,475,74400,2014
48433,47.6,1409,1062,65,272,389,42321,588,456,132,588,54200,2014
48435,36.1,3995,1649,8,2315,1114,48986,1458,990,468,1458,79300,2014
48437,36.1,7789,3887,458,3222,1905,37833,2664,1948,716,2664,68200,2014
48439,33.8,1881469,950040,280662,513740,461209,57727,667362,408584,258778,667362,137700,2014
48441,32.2,133560,88124,9705,30550,32750,44695,49482,29506,19976,49482,99100,2014
48443,49.2,809,294,13,490,227,40781,407,262,145,407,54300,2014
48445,35,12681,5463,596,6521,2747,39494,3985,2807,1178,3985,65000,2014
48447,47.6,1584,1384,4,160,452,40833,722,501,221,722,64400,2014
48449,33.4,32540,15609,3135,13210,7872,42856,10532,7373,3159,10532,88900,2014
48451,33.9,113516,64093,4533,41811,27529,45114,42361,26573,15788,42361,102300,2014
48453,32.7,1092810,546993,87332,368010,240052,59620,419496,216365,203131,419496,224600,2014
48455,47.8,14452,11531,1457,1250,3244,35223,5078,4089,989,5078,80600,2014
48457,43.4,21552,17157,2341,1576,5834,41630,8154,6861,1293,8154,77800,2014
48459,40.5,39851,32428,3415,2864,10316,46834,14219,11317,2902,14219,89900,2014
48461,31.9,3339,1652,95,1571,873,50982,1183,858,325,1183,55000,2014
48463,34.5,26763,7577,67,18699,6203,37078,8622,6052,2570,8622,72000,2014
48465,31.9,48999,8423,505,39310,11425,42735,15055,9967,5088,15055,92700,2014
48467,43.3,52605,44640,1320,5115,13278,42579,18903,14749,4154,18903,100800,2014
48469,35.9,88955,41784,5142,39685,22966,50663,32207,21039,11168,32207,116100,2014
48471,35,68882,39731,15566,11968,12175,38903,20681,11909,8772,20681,117600,2014
48473,30.8,44825,19626,10521,13163,10002,50939,13655,9482,4173,13655,134400,2014
48475,35.4,11011,4847,524,5474,2686,45938,3916,2810,1106,3916,68700,2014
48477,41.6,34039,22319,5956,4909,8426,49236,11917,8783,3134,11917,141700,2014
48479,28.1,259471,9316,691,247596,56296,38679,68502,42848,25654,68502,107400,2014
48481,37.3,41219,19203,5836,15900,9828,41992,14492,9770,4722,14492,96900,2014
48483,39.3,5587,3878,72,1460,1614,54382,2281,1687,594,2281,79100,2014
48485,33.9,131802,89018,13443,23084,30808,44854,47818,29774,18044,47818,89200,2014
48487,37.4,13265,8153,1048,3635,3372,41901,5253,3433,1820,5253,67100,2014
48489,32.1,22056,2320,342,19279,4422,27627,5461,4352,1109,5461,51700,2014
48491,35,457218,286351,27525,108082,115045,72118,158283,107802,50481,158283,185700,2014
48493,40.2,44609,26027,651,17210,12473,65760,15598,13088,2510,15598,151600,2014
48495,33.7,7404,2998,182,4148,1898,52938,2659,2101,558,2659,45200,2014
48497,39.1,60413,47513,640,10789,16025,56338,20694,16244,4450,20694,122400,2014
48499,48.1,42431,35664,2036,3875,11247,44376,16076,12971,3105,16076,105900,2014
48501,34.1,8054,2953,55,4898,2048,50167,2594,1964,630,2594,71300,2014
48503,42.3,18374,14639,195,3148,5206,41589,7268,5199,2069,7268,82800,2014
48505,29,14231,925,1,13305,3616,30758,4424,3499,925,4424,54000,2014
48507,30.6,12013,779,35,11192,2567,27253,3556,2559,997,3556,42400,2014
49001,32.9,6514,5589,15,700,1622,50685,2163,1646,517,2163,144200,2014
49003,31.8,50613,44433,143,4411,13160,57336,16223,12595,3628,16223,166200,2014
49005,25.2,115954,97827,711,11829,26829,50367,35505,23170,12335,35505,189300,2014
49007,34.3,21118,17645,123,2698,5295,46366,7834,5479,2355,7834,123000,2014
49009,53.1,714,656,0,20,184,47188,276,219,57,276,202500,2014
49011,29.9,317646,270481,3650,27871,78553,70388,96711,75018,21693,96711,222600,2014
49013,30.2,19378,16694,36,1391,5373,60700,6738,5068,1670,6738,172300,2014
49015,34,10834,9943,76,658,2906,50653,3628,2950,678,3628,125600,2014
49017,39.8,5105,4626,33,270,1248,44914,1815,1425,390,1815,156600,2014
49019,38.9,9348,7804,18,929,2184,44239,3822,2532,1290,3822,220500,2014
49021,27.6,46725,40582,283,3719,10818,42305,15135,9513,5622,15135,165400,2014
49023,30,10349,9640,20,444,2535,56976,3066,2477,589,3066,164000,2014
49025,42.8,7221,6662,43,299,1860,51213,2925,2282,643,2925,168200,2014
49027,34.7,12582,10630,47,1610,3211,51117,4210,3172,1038,4210,130300,2014
49029,32.2,9955,9491,0,262,2556,79304,2941,2547,394,2941,265400,2014
49031,40,1921,1732,4,163,408,33250,557,481,76,557,142800,2014
49033,35,2285,2155,2,75,504,50573,627,515,112,627,163400,2014
49035,31.5,1063670,778880,16113,185778,245484,61446,348110,231755,116355,348110,231200,2014
49037,30.7,14944,6805,26,721,2958,41411,4038,3202,836,4038,137100,2014
49039,29.8,28129,24308,270,2677,6069,48305,7945,5894,2051,7945,165000,2014
49041,33.7,20812,19225,112,984,5355,46327,7112,5499,1613,7112,148300,2014
49043,37.3,37877,32239,175,4369,9767,89886,13425,10254,3171,13425,496800,2014
49045,30.3,59973,50294,498,7052,14779,63077,18400,14073,4327,18400,175300,2014
49047,29.6,34576,28479,94,2659,8374,62363,11048,8311,2737,11048,187400,2014
49049,24.5,540425,452033,2926,59376,119530,60830,145469,97920,47549,145469,222300,2014
49051,32,25550,21547,44,3355,6155,65582,7752,5761,1991,7752,304300,2014
49053,33.8,144844,123721,659,14272,36371,49498,47905,33084,14821,47905,209500,2014
49055,38.5,2742,2540,22,131,734,43393,954,812,142,954,180300,2014
49057,31.5,236307,183240,2576,40731,58619,56216,79860,56951,22909,79860,169200,2014
50001,42.5,36883,34543,302,729,9586,59274,14215,10579,3636,14215,235200,2014
50003,45.8,36739,34952,206,589,10059,49303,15477,10861,4616,15477,210600,2014
50005,42.7,31109,29686,153,398,7802,45089,12398,9106,3292,12398,161800,2014
50007,36.3,158686,143566,3329,3208,37205,64243,63086,40890,22196,63086,269500,2014
50009,48.2,6231,5986,42,72,1738,35567,2752,2220,532,2752,120300,2014
50011,39.7,48226,45575,199,631,13132,57159,18751,14138,4613,18751,203100,2014
50013,46.7,6979,6555,7,103,2076,61338,2981,2390,591,2981,259500,2014
50015,40.4,24843,23637,125,368,5990,50447,10121,7205,2916,10121,216800,2014
50017,44.4,28927,27762,114,333,8088,53114,12135,9777,2358,12135,186400,2014
50019,44.6,27160,26020,173,337,6946,41437,11214,8636,2578,11214,155600,2014
50021,45.2,60864,58525,346,750,16127,48308,25635,17895,7740,25635,176900,2014
50023,42.9,59333,56111,507,1064,15392,58293,24704,18030,6674,24704,207100,2014
50025,45.6,44050,41313,434,892,11376,50526,19223,13381,5842,19223,210700,2014
50027,46.2,56328,53652,339,752,15355,53610,24560,17309,7251,24560,213300,2014
51001,44.9,33165,20234,9475,2909,9346,39389,14289,10053,4236,14289,152500,2014
51003,38.5,101883,78949,9430,5698,24670,67958,38537,25135,13402,38537,317300,2014
51005,46.8,16133,14862,813,215,4374,45183,6714,5337,1377,6714,111600,2014
51007,43.3,12764,9203,3184,115,3522,55870,4761,3886,875,4761,179300,2014
51009,43.1,32237,24405,5994,665,8459,44765,12577,9373,3204,12577,149000,2014
51011,42.5,15137,11609,3023,177,4497,47927,5964,4839,1125,5964,137100,2014
51013,33.8,220173,139255,18071,34014,44558,105120,96264,43157,53107,96264,594800,2014
51015,44,73707,67775,2991,1667,20654,54018,28124,22813,5311,28124,197600,2014
51017,49.8,4644,4178,275,83,1343,46153,2225,1674,551,2225,151200,2014
51019,44.9,75607,66995,5242,1387,21338,56043,30122,24628,5494,30122,196500,2014
51021,44.3,6727,6382,302,27,1775,43508,2591,2078,513,2591,94100,2014
51023,46.1,33105,30959,1192,429,10041,63011,12867,11366,1501,12867,210300,2014
51025,41.6,16961,6880,9547,316,3999,37028,5865,4335,1530,5865,104200,2014
51027,45.3,23683,22681,549,106,6618,29678,9406,7576,1830,9406,68700,2014
51029,42.3,17072,10435,5912,334,4107,38484,5802,4431,1371,5802,128300,2014
51031,42.3,54833,44311,7529,1039,15226,47055,21728,16761,4967,21728,151000,2014
51033,39.1,29057,18528,8413,1096,8044,58417,10728,8737,1991,10728,188000,2014
51035,45.9,29881,28524,247,851,8532,33495,12508,9846,2662,12508,106100,2014
51036,47.9,7154,2922,3460,112,1883,48088,2832,2279,553,2832,154600,2014
51037,44.1,12399,8269,3692,297,3239,34820,4691,3416,1275,4691,97700,2014
51041,38,324337,208242,72159,24629,83117,72514,115005,88056,26949,115005,219800,2014
51043,45.3,14273,12517,734,545,3812,75508,5619,4275,1344,5619,337700,2014
51045,46.1,5206,5037,10,0,1451,46658,2151,1733,418,2151,146100,2014
51047,38.4,47910,34335,6561,4255,12342,65235,16436,12039,4397,16436,243400,2014
51049,43.5,9916,6255,3415,10,2739,41484,4038,3070,968,4038,133100,2014
51051,43.5,15612,15323,118,114,4289,33106,6200,4836,1364,6200,72400,2014
51053,41.4,27993,17583,9131,754,7158,52328,9956,7467,2489,9956,159300,2014
51057,44.3,11166,6193,4170,379,2662,42143,4288,3184,1104,4288,158100,2014
51059,37.4,1117072,594129,100595,178922,278935,112102,391794,267156,124638,391794,486900,2014
51061,41.5,66726,54321,5016,4502,17227,92078,23162,18417,4745,23162,351900,2014
51063,44.7,15452,14519,312,413,4048,47543,6086,4791,1295,6086,153700,2014
51065,41.5,25945,20451,3629,813,7155,64641,9787,8150,1637,9787,214000,2014
51067,44.7,56360,49079,4698,1482,16480,44827,23248,18072,5176,23248,163000,2014
51069,39.6,80377,68765,3588,5594,21681,68719,29184,22682,6502,29184,223300,2014
51071,43,17025,16260,211,237,4992,45919,7253,5482,1771,7253,107700,2014
51073,42.9,36938,31533,3181,1049,10312,60980,14074,11377,2697,14074,225400,2014
51075,46.6,21627,16689,4241,477,6467,82460,8212,7194,1018,8212,324800,2014
51077,47.9,15255,14314,293,434,4270,28892,6686,5079,1607,6686,93200,2014
51079,39.9,18766,15996,1241,863,5082,63739,6965,5353,1612,6965,244400,2014
51081,42,11911,4478,7038,242,2463,38933,3397,2482,915,3397,100400,2014
51083,45,35704,21456,13138,637,9369,35093,14472,10574,3898,14472,106100,2014
51085,41.8,100689,85345,9279,2398,28193,77550,37041,30490,6551,37041,257600,2014
51087,37.8,314878,176113,91846,16303,80049,61438,123821,79065,44756,123821,217300,2014
51089,45.5,52960,37562,11584,2662,15037,34344,22472,16657,5815,22472,94600,2014
51091,58.6,2258,2254,0,0,720,44132,1067,911,156,1067,181100,2014
51093,44.5,35518,25089,8304,812,10251,65910,13519,10679,2840,13519,245400,2014
51095,45.2,69832,53652,9343,3562,19768,76705,27665,20616,7049,27665,320000,2014
51097,45.5,7073,4654,1987,224,2021,47804,2832,2121,711,2832,173300,2014
51099,36.7,24577,18252,4390,971,6223,83071,8315,6114,2201,8315,280900,2014
51101,40.3,16045,12208,3056,129,4689,63560,6147,5051,1096,6147,201400,2014
51103,55.3,11224,7760,3161,157,3167,49456,5283,3984,1299,5283,222200,2014
51105,42.4,25380,23642,837,433,6576,31264,9597,6954,2643,9597,75400,2014
51107,35.1,338916,204542,24124,44028,85993,123966,110047,84662,25385,110047,443100,2014
51109,43.7,33743,25971,5636,824,9288,57126,12811,10397,2414,12811,194500,2014
51111,44.4,12667,7595,4337,494,3165,37881,4634,3429,1205,4634,104200,2014
51113,45.1,13208,11282,1265,141,3624,51641,5093,3982,1111,5093,237200,2014
51115,50.7,8923,7726,888,155,2774,63157,3792,3082,710,3792,263700,2014
51117,46.9,31913,18974,11327,808,8057,37756,12857,9408,3449,12857,123700,2014
51119,51.5,10817,8461,2096,202,2986,54452,4432,3691,741,4432,241600,2014
51121,27,95808,81446,3899,2762,18757,44810,34803,18850,15953,34803,201100,2014
51125,48.1,14892,12186,2032,495,4046,50131,6381,4715,1666,6381,198500,2014
51127,43.3,19187,15317,2490,450,5487,73030,7106,6253,853,7106,247800,2014
51131,48,12254,6638,4506,956,3039,34656,5237,3662,1575,5237,162500,2014
51133,54.7,12320,8643,3616,53,3862,50774,5669,4730,939,5669,241500,2014
51135,41.9,15756,8709,6099,618,3686,35911,5640,3609,2031,5640,128800,2014
51137,42.6,34239,27334,4335,1318,9261,63538,12433,9543,2890,12433,229000,2014
51139,44,23905,22661,376,413,6771,43063,9526,6764,2762,9526,178100,2014
51141,46.9,18365,16542,1209,473,5034,34753,7678,5840,1838,7678,112500,2014
51143,45,62955,46757,13468,1457,18209,42311,26029,20420,5609,26029,107800,2014
51145,42.9,28193,23386,3560,540,7696,75447,9590,8425,1165,9590,259500,2014
51147,30.9,23140,14377,7750,544,4911,37238,7604,5021,2583,7604,155200,2014
51149,37.2,36792,20955,11479,2490,8871,61071,10906,7683,3223,10906,201600,2014
51153,33.7,428772,201372,83229,90746,104407,98514,134737,96757,37980,134737,323400,2014
51155,44.8,34630,31604,2067,472,10171,45635,15125,11036,4089,15125,134300,2014
51157,49.3,7446,6642,284,243,2151,59753,3281,2600,681,3281,383700,2014
51159,44,9072,5590,2490,540,1852,47199,2800,2122,678,2800,156800,2014
51161,43.4,93194,81588,4957,2287,25573,60950,38197,28749,9448,38197,194000,2014
51163,47.7,22367,20881,633,326,6235,48550,9226,6928,2298,9226,184200,2014
51165,40.8,77345,70118,1192,4402,21342,53728,29483,22529,6954,29483,197300,2014
51167,43.6,28444,27585,384,126,7386,34768,11037,8599,2438,11037,94500,2014
51169,45.2,22781,22116,161,274,6538,36579,9363,7361,2002,9363,91700,2014
51171,43.4,42545,38080,866,2768,11987,47936,17246,12381,4865,17246,201200,2014
51173,43.9,31876,30186,649,567,8856,37880,12852,8946,3906,12852,91200,2014
51175,45.3,18364,11023,6652,230,4892,49690,6654,4777,1877,6654,159200,2014
51177,36.6,126200,89775,19561,10236,33285,78505,42280,32204,10076,42280,245600,2014
51179,34.7,134672,89376,22557,13644,34753,98721,42763,32769,9994,42763,300000,2014
51181,46.2,6885,3554,3177,44,1895,51527,2652,2088,564,2652,160200,2014
51183,37.8,11923,4601,6656,393,2022,36972,3261,2124,1137,3261,124500,2014
51185,43.1,44331,41769,1217,354,12369,36248,18306,13447,4859,18306,89600,2014
