GEOID,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c,year
18067,40.7,82914,72192,5857,2237,22713,44452,34168,24152,10016,34168,100500,2012
18069,39.3,37144,35695,187,661,9667,46538,14224,10939,3285,14224,98000,2012
18071,38.5,42414,38861,125,2416,11698,45883,16736,12206,4530,16736,117400,2012
18073,38.3,33369,30946,236,1757,9378,57801,12117,9501,2616,12117,145400,2012
18075,39.1,21353,20438,57,597,5605,40926,8188,6319,1869,8188,77600,2012
18077,40.5,32501,30520,672,723,8475,43395,12637,9037,3600,12637,108700,2012
18079,37.9,28373,27219,75,569,7456,45273,10705,8107,2598,10705,92100,2012
18081,37.1,140033,128765,1825,4297,37244,62888,51952,38564,13388,51952,145900,2012
18083,38.9,38392,36074,1052,603,9569,41089,14923,10309,4614,14923,84200,2012
18085,37.8,77328,69391,460,5687,21576,50822,30113,23483,6630,30113,133300,2012
18087,30.7,37284,35404,46,1348,9418,46625,11933,9601,2332,11933,154100,2012
18089,37.3,495230,273611,124204,82652,122478,49315,182028,127855,54173,182028,137400,2012
18091,39.5,111335,90579,11786,6053,28281,47754,42569,31385,11184,42569,120600,2012
18093,41.4,46131,44425,210,576,13259,41600,18869,14752,4117,18869,95700,2012
18095,39.3,131244,113315,8802,4177,32641,44245,50780,36717,14063,50780,93600,2012
18097,33.9,904535,540057,237264,83186,211413,42603,359438,204401,155037,359438,120000,2012
18099,38.2,47045,42037,205,4031,12451,47218,17773,13708,4065,17773,123700,2012
18101,42,10300,10083,20,57,2691,44291,4108,3406,702,4108,88600,2012
18103,39.9,36850,33281,1737,904,9303,39816,13320,10028,3292,13320,84200,2012
18105,27.8,138048,118580,4182,4064,27527,38675,53894,29213,24681,53894,155300,2012
18107,39.5,38207,35504,399,1677,10193,46026,14611,10386,4225,14611,108200,2012
18109,39.9,69033,66883,194,831,19427,56303,25718,19871,5847,25718,143000,2012
18111,42.8,14199,13234,37,729,3827,49816,5338,4179,1159,5338,110900,2012
18113,37.1,47547,42118,63,4579,12934,46360,17706,13640,4066,17706,112900,2012
18115,43.9,6093,5932,57,82,1687,49591,2451,1831,620,2451,142200,2012
18117,39.8,19828,19120,263,197,5250,37410,7637,5880,1757,7637,90200,2012
18119,42.7,21583,20984,100,200,6035,42707,8641,6791,1850,8641,97300,2012
18121,41.1,17251,16462,390,212,4341,45489,6039,5114,925,6039,93300,2012
18123,41.3,19408,18469,506,198,5037,47132,7499,6010,1489,7499,96400,2012
18125,42.8,12849,12765,4,12,3679,40760,5272,4413,859,5272,82500,2012
18127,38.5,164386,141314,4605,13958,43048,62457,61312,47616,13696,61312,166600,2012
18129,41.6,25840,24922,329,247,7307,57777,10063,8542,1521,10063,122200,2012
18131,41.6,13395,12794,33,333,3605,43506,5071,3980,1091,5071,99100,2012
18133,38,37995,35161,1457,605,8955,50480,12493,9876,2617,12493,123000,2012
18135,41.2,26101,24810,83,780,7096,40910,10324,7698,2626,10324,77200,2012
18137,39.2,28702,27754,97,454,7693,49031,10694,8146,2548,10694,137500,2012
18139,40.3,17349,16806,139,193,4957,46125,6798,4913,1885,6798,107200,2012
18141,36.1,266785,201770,33676,19450,64994,44989,101201,70960,30241,101201,117100,2012
18143,39.1,24044,23332,104,353,6414,41610,9028,6651,2377,9028,96800,2012
18145,39.9,44435,41481,488,1626,11959,51829,17124,12353,4771,17124,128200,2012
18147,42.3,20948,20090,138,521,5892,54832,8084,6629,1455,8084,113800,2012
18149,40.5,23310,22131,77,772,6475,39909,9040,7221,1819,9040,98000,2012
18151,40,34116,30936,264,1015,9762,48291,13668,10801,2867,13668,120900,2012
18153,39.4,21379,19842,1049,302,5471,45330,7878,5840,2038,7878,77000,2012
18155,40.6,10509,10215,45,143,2778,44833,4016,3183,833,4016,110700,2012
18157,27.7,173317,139186,6604,13025,37676,44047,65837,36189,29648,65837,129700,2012
18159,43,15917,15323,41,356,4854,53368,6665,5281,1384,6665,110800,2012
18161,40.2,7449,7211,42,31,2101,44263,2983,2328,655,2983,113200,2012
18163,37.5,179610,153301,16053,3869,45453,43645,74301,47618,26683,74301,113700,2012
18165,41.5,16224,15846,16,141,4361,41864,6520,4989,1531,6520,76400,2012
18167,36.2,107805,93531,7107,2448,24724,40547,39728,25922,13806,39728,91200,2012
18169,41.6,32804,31277,219,694,9093,44389,12817,9651,3166,12817,96600,2012
18171,42.6,8490,8289,7,86,2437,51504,3246,2483,763,3246,98600,2012
18173,39.5,59643,55974,499,938,16983,61948,22406,18482,3924,22406,143900,2012
18175,39,28162,27442,125,316,7411,41125,10757,8686,2071,10757,101200,2012
18177,40.5,68797,61254,2193,1765,18826,39131,28202,19038,9164,28202,97300,2012
18179,40.3,27677,26623,148,585,7974,49841,10807,8473,2334,10807,109700,2012
18181,42.2,24612,22396,64,1725,7107,48940,9601,7352,2249,9601,112700,2012
18183,40,33234,32042,158,510,9163,50568,13086,10906,2180,13086,127100,2012
19001,45.4,7628,7420,11,57,2075,47872,3270,2543,727,3270,96700,2012
19003,46.5,4027,3918,12,53,1164,45099,1723,1345,378,1723,88100,2012
19005,44.2,14285,13203,35,796,3893,47539,5805,4647,1158,5805,111100,2012
19007,44.2,12858,12431,56,183,3537,37866,5481,3917,1564,5481,76300,2012
19009,46.7,6077,5960,4,39,1767,47630,2696,2143,553,2696,69900,2012
19011,40.4,26044,25238,65,289,7773,57488,10230,8293,1937,10230,130900,2012
19013,34.6,130843,109799,11643,4879,31686,45610,52150,35605,16545,52150,122300,2012
19015,40.9,26324,25225,236,509,7123,51284,10648,8037,2611,10648,118200,2012
19017,38.3,24294,23444,200,253,6590,60193,9310,7604,1706,9310,139300,2012
19019,38.9,20988,20368,124,256,5883,54596,8104,6280,1824,8104,117800,2012
19021,36.5,20215,13672,467,4662,5135,46947,7645,5164,2481,7645,94700,2012
19023,43.6,14899,14565,41,138,4310,51348,6084,4908,1176,6084,97500,2012
19025,47.5,9936,9584,87,121,3063,45097,4420,3451,969,4420,72200,2012
19027,42.5,20751,20030,85,353,5694,48824,8590,6496,2094,8590,105500,2012
19029,44.8,13865,13395,28,267,3966,43114,6074,4323,1751,6074,85500,2012
19031,42.8,18446,17833,16,288,5237,58433,7594,6082,1512,7594,134000,2012
19033,43.4,44083,40824,386,1700,11900,44762,20101,14321,5780,20101,107800,2012
19035,47.3,12011,11457,36,286,3393,47816,5399,4059,1340,5399,78800,2012
19037,43.9,12409,11990,25,270,3659,43741,5341,4369,972,5341,94300,2012
19039,41.5,9286,8200,91,925,2298,44211,3627,2659,968,3627,86500,2012
19041,42.8,16649,15828,48,472,4693,46880,7260,5298,1962,7260,102600,2012
19043,44.7,18056,17490,62,308,5196,46617,7671,6065,1606,7671,98500,2012
19045,41.6,49074,45410,1382,1254,13053,49010,19923,14764,5159,19923,110700,2012
19047,38,17100,12794,72,4137,4275,46601,6303,4931,1372,6303,79500,2012
19049,34.3,66997,59214,823,4133,18184,71878,25561,20080,5481,25561,182700,2012
19051,38.6,8718,8515,9,87,2205,46807,3089,2541,548,3089,103500,2012
19053,38.4,8382,7873,148,190,2110,34942,3196,2203,993,3196,70000,2012
19055,41.9,17721,17364,18,145,4958,51663,7104,5606,1498,7104,125400,2012
19057,41.8,40268,35962,2045,1079,11086,43427,16933,12505,4428,16933,94500,2012
19059,48.3,16778,16352,58,195,5207,53426,8074,6229,1845,8074,154700,2012
19061,38.7,93776,87277,1331,1813,24507,50885,37323,27407,9916,37323,144300,2012
19063,40.2,10263,9227,92,808,2642,46547,4208,3304,904,4208,83600,2012
19065,42.3,20894,19964,186,392,5453,42995,8546,6612,1934,8546,82800,2012
19067,43.6,16204,15339,213,323,4546,42386,6913,5152,1761,6913,89200,2012
19069,43,10650,9311,19,1176,3038,49144,4260,3151,1109,4260,85200,2012
19071,45.4,7373,7062,15,182,2079,49245,3053,2378,675,3053,90500,2012
19073,45.1,9304,8961,4,195,2628,45816,4088,3080,1008,4088,78300,2012
19075,42.5,12431,12161,18,126,3567,56264,5062,4127,935,5062,118500,2012
19077,44.9,10915,10545,32,207,3306,49114,4768,3813,955,4768,95000,2012
19079,42.1,15614,14305,52,761,4209,45691,6427,4739,1688,6427,90000,2012
19081,44.7,11320,10723,7,395,3297,48695,4731,3766,965,4731,83800,2012
19083,43.6,17479,16386,128,644,4588,47902,7101,5295,1806,7101,88800,2012
19085,42.7,14838,14427,15,185,4131,53939,5995,4624,1371,5995,109100,2012
19087,39.8,20242,18199,409,781,5215,43843,7574,5502,2072,7574,98700,2012
19089,42.4,9568,9316,73,80,2509,45300,4016,3247,769,4016,90400,2012
19091,44.4,9818,9304,13,347,2796,48710,4272,3161,1111,4272,83400,2012
19093,44.8,7113,6915,16,107,1977,43690,3172,2363,809,3172,73700,2012
19095,42.3,16320,15773,60,313,4648,57318,6717,5335,1382,6717,137300,2012
19097,43.9,19807,18427,133,227,5892,44854,8414,6456,1958,8414,112700,2012
19099,41.7,36823,35248,451,536,9998,48746,14815,10486,4329,14815,116000,2012
19101,44,16791,14386,196,420,4037,48411,6844,5011,1833,6844,90100,2012
19103,29.3,131627,109500,6061,6249,28411,53993,52826,31912,20914,52826,183100,2012
19105,42.7,20686,19734,350,274,5479,53562,8109,6640,1469,8109,119000,2012
19107,43.6,10480,10241,32,104,2788,42688,4410,3593,817,4410,76200,2012
19109,46.9,15510,15046,34,220,4348,49431,6750,5444,1306,6750,88300,2012
19111,42.4,35741,32684,1043,1107,9320,41954,14220,10391,3829,14220,82200,2012
19113,36.7,211954,189055,8371,5628,53604,56790,85654,62592,23062,85654,142300,2012
19115,39.3,11448,9288,110,1834,3079,49905,4312,3420,892,4312,94100,2012
19117,43.8,8913,8735,12,66,2456,44020,3647,2776,871,3647,84700,2012
19119,38.3,11623,11289,3,224,3128,49727,4445,3613,832,4445,105500,2012
19121,39.4,15630,15175,90,198,4154,56765,5997,4641,1356,5997,159600,2012
19123,39.3,22432,21292,169,377,5781,47758,8901,6458,2443,8901,99100,2012
19125,38.8,33388,31894,185,535,9201,53684,12722,9789,2933,12722,132700,2012
19127,39.4,40568,31683,754,6982,10330,49259,15377,11423,3954,15377,104000,2012
19129,41.4,15028,14346,82,365,4104,62908,5431,4549,882,5431,151400,2012
19131,44.6,10761,10542,21,98,3021,50574,4439,3659,780,4439,100400,2012
19133,46.8,9242,8887,21,114,2632,42832,4065,2906,1159,4065,74800,2012
19135,43.3,7979,7671,50,77,2305,45266,3374,2662,712,3374,87700,2012
19137,45.2,10710,10215,4,314,2945,40530,4609,3418,1191,4609,78200,2012
19139,38,42729,34520,486,6764,11502,51675,16540,12437,4103,16540,120600,2012
19141,44.4,14302,13519,30,534,3955,45194,6138,4673,1465,6138,86000,2012
19143,43.3,6413,5920,41,393,1730,45951,2663,2018,645,2663,73600,2012
19145,43.8,15902,14724,353,446,4153,41803,6384,4704,1680,6384,77600,2012
19147,42.8,9402,9076,37,157,2450,40500,4044,3018,1026,4044,82300,2012
19149,42.5,24911,23638,36,740,7047,58916,9882,7751,2131,9882,128300,2012
19151,47.3,7307,7017,63,179,1938,42138,3327,2638,689,3327,56700,2012
19153,34.7,431811,348895,25083,32479,111570,58096,171227,119424,51803,171227,153600,2012
19155,38.5,92793,83239,1184,5992,24715,49941,36472,25709,10763,36472,124700,2012
19157,41.3,18888,17671,179,456,4751,50703,7589,5573,2016,7589,119100,2012
19159,45.4,5123,4954,5,93,1369,43655,2043,1583,460,2043,84300,2012
19161,46.3,10307,9976,75,199,2819,46606,4421,3588,833,4421,78300,2012
19163,37.4,165432,137294,11847,9262,42366,53002,66914,46573,20341,66914,141400,2012
19165,45.8,12158,11756,10,221,3386,47731,5106,4025,1081,5106,104600,2012
19167,32.9,33776,30270,155,2898,8627,55252,11538,9300,2238,11538,129400,2012
19169,26.5,89734,77999,2368,2657,18678,49683,34883,19278,15605,34883,160700,2012
19171,42.1,17746,14899,98,1302,5006,49244,6930,5263,1667,6930,100100,2012
19173,44.3,6292,5818,6,391,1764,42638,2736,2114,622,2736,65100,2012
19175,41.5,12525,12011,269,56,3430,41795,5351,3779,1572,5351,91000,2012
19177,43.8,7565,7374,20,87,2077,41572,3041,2518,523,3041,67500,2012
19179,39.9,35449,30992,444,3151,9676,41088,14570,10814,3756,14570,77500,2012
19181,38.5,46239,44316,218,884,12647,62778,17265,13738,3527,17265,154600,2012
19183,41.9,21765,20185,157,1120,5936,52636,8926,6761,2165,8926,116900,2012
19185,45.4,6372,6202,5,75,1739,38447,2651,2136,515,2651,60000,2012
19187,40,37895,34068,1532,1428,9405,41751,15808,10797,5011,15808,84000,2012
19189,43.8,10800,10200,94,345,3089,46438,4640,3518,1122,4640,92900,2012
19191,40.2,21033,20130,173,408,5448,52827,7989,6205,1784,7989,154300,2012
19193,35.2,101948,79133,2385,13828,25765,45289,38744,26302,12442,38744,97400,2012
19195,43.9,7581,7309,25,154,2170,50603,3207,2555,652,3207,98300,2012
19197,44.4,13173,11733,32,1220,3428,45713,5487,4176,1311,5487,74200,2012
20001,40.8,13364,12272,266,385,3691,39714,5577,4279,1298,5577,63400,2012
20003,43,8066,7719,22,11,2329,43060,3280,2617,663,3280,87300,2012
20005,35.8,16854,15043,880,401,4029,45666,6063,4446,1617,6063,87800,2012
20007,46.4,4867,4653,8,91,1437,43048,2251,1691,560,2251,58000,2012
20009,40,27556,22998,355,3676,7323,46639,11310,8187,3123,11310,73600,2012
20011,38,15060,13836,431,313,4018,38250,5740,4285,1455,5740,79900,2012
20013,41.9,9962,8391,144,314,2653,37515,4164,2720,1444,4164,80400,2012
20015,37.5,65647,59624,1019,2588,17352,57424,24276,18741,5535,24276,124900,2012
20017,45.5,2788,2598,32,100,742,36434,1117,847,270,1117,80300,2012
20019,48.3,3654,3267,29,89,1106,37039,1565,1197,368,1565,46100,2012
20021,40.5,21521,19215,104,431,5827,41877,8124,6327,1797,8124,71900,2012
20023,49.7,2724,2545,0,137,842,39167,1312,973,339,1312,72600,2012
20025,43.5,2198,1981,4,156,605,39563,906,672,234,906,56400,2012
20027,44.1,8547,8174,120,177,2262,43879,3488,2655,833,3488,87200,2012
20029,43.3,9479,8985,31,277,2571,37382,3985,3038,947,3985,63800,2012
20031,44,8553,8123,56,175,2444,50106,3494,2687,807,3494,102200,2012
20033,44,1893,1746,0,109,490,39950,811,605,206,811,47900,2012
20035,38.4,36259,29744,963,3324,8946,41905,13721,9503,4218,13721,79900,2012
20037,32.7,39133,34769,755,1778,9162,36927,15294,9656,5638,15294,83400,2012
20039,51.4,2939,2833,20,28,914,38750,1481,1221,260,1481,54500,2012
20041,41.6,19766,18315,68,788,5478,49535,7813,5775,2038,7813,106400,2012
20043,37.9,7931,7255,274,170,2001,46346,3142,2297,845,3142,85000,2012
20045,28.3,111073,90582,3982,5749,23552,48395,43422,22336,21086,43422,178700,2012
20047,43.6,3021,2416,8,536,857,43953,1312,1021,291,1312,54900,2012
20049,49,2856,2663,24,81,826,33239,1232,996,236,1232,53400,2012
20051,31.8,28525,26173,295,1317,6665,44253,11738,7517,4221,11738,134700,2012
20053,44.2,6477,5696,297,328,1680,46350,2612,1978,634,2612,71100,2012
20055,30.4,36608,16998,684,17136,8827,49617,12261,8054,4207,12261,106900,2012
20057,30.5,33725,14862,597,17165,8009,50577,11019,7091,3928,11019,87300,2012
20059,38.6,25916,23834,185,930,7000,50240,10108,7143,2965,10108,120000,2012
20061,27.4,34110,20485,5851,4321,8472,47879,12180,5796,6384,12180,130600,2012
20063,48.2,2771,2697,18,23,812,44426,1177,959,218,1177,66800,2012
20065,49.5,2617,2375,92,39,693,43929,1174,951,223,1174,67400,2012
20067,32.6,7817,4219,3,3429,2262,53800,2820,2155,665,2820,88200,2012
20069,35.2,5982,5013,0,856,1536,55000,2060,1526,534,2060,102400,2012
20071,49.2,1234,1014,10,190,365,52212,493,385,108,493,76600,2012
20073,46.5,6654,6215,11,224,1805,39145,2907,2128,779,2907,55700,2012
20075,36.7,2656,1914,1,727,754,43125,1105,837,268,1105,75700,2012
20077,43.3,5998,5519,38,309,1762,38340,2679,1939,740,2679,67000,2012
20079,39.7,34572,29290,398,3695,9107,49075,13204,9702,3502,13204,107800,2012
20081,34.3,4222,2986,11,1155,1062,52688,1423,1069,354,1423,98300,2012
20083,47.9,1949,1745,1,191,564,44318,810,642,168,810,72400,2012
20085,41.3,13401,11454,120,460,3968,54710,5385,4176,1209,5385,116500,2012
20087,42.9,19036,18062,46,371,5495,58434,7455,6392,1063,7455,131700,2012
20089,51.7,3085,2967,12,62,946,38462,1448,1136,312,1448,50500,2012
20091,36.4,546046,447891,22888,38735,145710,75139,214670,152467,62203,214670,211900,2012
20093,35.7,3952,2696,18,1134,1025,47069,1384,1045,339,1384,92000,2012
20095,44.6,7876,7484,42,202,2219,47801,3253,2402,851,3253,87600,2012
20097,42.3,2503,2320,9,104,717,41574,1064,720,344,1064,100300,2012
20099,40.3,21574,18459,756,876,5988,40117,8839,6214,2625,8839,64700,2012
20101,45.3,1666,1533,1,97,444,49063,759,567,192,759,57000,2012
20103,37.4,76286,61218,6410,4409,18607,62035,26167,17688,8479,26167,166600,2012
20105,46.3,3240,3108,3,73,894,41250,1459,1167,292,1459,61000,2012
20107,44.3,9613,9151,40,184,3046,44771,4246,3495,751,4246,98800,2012
20109,44.3,2766,2607,0,10,781,46047,1286,934,352,1286,74600,2012
20111,32.2,34103,24862,632,6915,7782,38877,13196,8044,5152,13196,92700,2012
20113,41.8,29208,27191,270,1030,8078,54171,11528,8883,2645,11528,121400,2012
20115,44.3,12565,11870,110,308,3438,45323,4970,3935,1035,4970,81500,2012
20117,44.9,10083,9696,21,190,2773,41867,4324,3320,1004,4324,77700,2012
20119,40,4504,3652,41,689,1321,49846,1764,1242,522,1764,83600,2012
20121,40.1,32546,30444,399,850,9118,61272,12154,9829,2325,12154,163200,2012
20123,45.1,6359,6170,21,127,1817,48046,2724,2011,713,2724,70700,2012
20125,39.7,35167,28487,2005,1829,9303,41073,14131,10137,3994,14131,72500,2012
20127,47.3,5917,5550,6,219,1621,45000,2506,1955,551,2506,76800,2012
20129,39.4,3207,2429,40,621,833,44198,1219,883,336,1219,73400,2012
20131,42.4,10170,9820,98,129,2794,46901,4046,3211,835,4046,89800,2012
20133,40.2,16501,15113,193,689,4445,40829,6637,4846,1791,6637,68900,2012
20135,50.9,3102,2843,11,218,903,47870,1350,1114,236,1350,53800,2012
20137,43.4,5658,5046,206,238,1276,42776,2279,1692,587,2279,63600,2012
20139,42.6,16300,15530,67,349,4682,50243,6557,5186,1371,6557,96200,2012
20141,47.6,3852,3732,12,48,1082,38561,1725,1433,292,1725,50000,2012
20143,42.3,6099,5827,44,123,1806,53497,2413,1954,459,2413,84800,2012
20145,42,6945,5982,347,464,1644,44106,2512,1852,660,2512,70800,2012
20147,45.7,5579,5246,10,124,1573,42838,2411,1914,497,2411,61600,2012
20149,35.1,21620,19708,272,965,5689,56775,7908,6158,1750,7908,152000,2012
20151,40.5,9670,8787,106,540,2549,43880,4026,2719,1307,4026,73600,2012
20153,50.8,2555,2416,5,87,793,40896,1219,877,342,1219,60600,2012
20155,40,64346,55459,1894,5193,17001,43649,25952,17712,8240,25952,90000,2012
20157,50.8,4965,4838,6,56,1426,41000,2322,1884,438,2322,46900,2012
20159,38.7,10077,8572,57,994,2602,45703,3864,2922,942,3864,71200,2012
20161,24.3,71927,57168,4415,4781,13597,43364,25711,10996,14715,25711,166900,2012
20163,44.4,5205,5000,24,30,1492,41123,2378,1743,635,2378,63400,2012
20165,49,3262,3149,44,14,881,41306,1516,1161,355,1516,53600,2012
20167,47.1,6926,6586,67,120,2068,40551,3264,2506,758,3264,64800,2012
20169,37.9,55493,45472,1623,5377,14260,47339,22091,15049,7042,22091,119900,2012
20171,43.8,4872,4035,7,738,1455,58520,2065,1579,486,2065,95500,2012
20173,34.4,497062,348721,43509,63829,125109,49885,192806,126272,66534,192806,123000,2012
20175,29,23013,8274,752,12972,5303,47731,7391,4839,2552,7391,86400,2012
20177,38.4,177688,134481,14083,19166,46507,47992,73213,47646,25567,73213,119400,2012
20179,46.6,2562,2446,11,81,717,49125,1104,837,267,1104,78700,2012
20181,41.1,6036,5174,62,671,1692,42642,2729,1600,1129,2729,69000,2012
20183,50.4,3835,3694,4,58,1253,44798,1789,1426,363,1789,59500,2012
20185,45.7,4398,3757,27,529,1212,43232,1893,1512,381,1893,59300,2012
20187,35.5,2200,1195,23,901,573,51823,757,588,169,757,85200,2012
20189,34.8,5633,3694,36,1813,1554,56991,1984,1492,492,1984,78100,2012
20191,39.9,24000,21920,140,1106,6302,48105,9258,7111,2147,9258,85600,2012
20193,36.2,7854,7289,112,366,1683,48029,3137,2125,1012,3137,92200,2012
20195,46.8,2977,2852,10,67,834,44063,1224,970,254,1224,69100,2012
20197,41.6,7048,6657,43,205,1980,55817,2642,2290,352,2642,109000,2012
20199,45.1,1508,1403,1,94,397,46932,599,469,130,599,64100,2012
20201,46,5806,5557,52,147,1564,42962,2473,1976,497,2473,55800,2012
20203,38.3,2239,1662,0,550,636,51098,908,696,212,908,71500,2012
20205,44.1,9368,8816,8,223,2613,40414,3777,2853,924,3777,62300,2012
20207,48.8,3311,3137,0,73,976,30852,1524,1175,349,1524,53800,2012
20209,33,157274,68313,39662,41094,36629,39163,57356,35111,22245,57356,96000,2012
21001,39.4,18651,17517,530,318,4837,31169,7236,5321,1915,7236,78900,2012
21003,39.3,20007,19230,209,300,5550,36123,7980,5894,2086,7980,93500,2012
21005,38.3,21442,20329,581,292,5783,52294,8369,6185,2184,8369,132700,2012
21007,41.6,8268,7779,256,93,2342,41989,3379,2724,655,3379,91800,2012
21009,39.9,42229,38632,1798,1092,11850,37587,16848,11566,5282,16848,101800,2012
21011,40.4,11665,11200,223,133,2943,29632,4421,3448,973,4421,65900,2012
