"","year","tract","INSPECTION_SCORE","in_floodplain","age_t","total_pop_t","total_white_t","total_black_t","total_hispanic_t","poverty_t","income_t","public_assistance_t","owner_t","renter_t","vehicles_t","prop_value_t","area_t","pop_density_t","cf_riskscore_t","rf_riskscore_t","cf_riskscore_t2","rf_riskscore_t2","per_capita_income_t","yrPolicyCount_t","yrPaidOnBuildingClaim_t","yrPaidOnContentClaim_t","yrClaim_t","totPolicyCount_t","totPaidOnBuildingClaim_t","totPaidOnContentClaim_t","totClaim_t","unit_t","county","urbanrural"
"8219",2016,5025970100,99,0,42.4,4888,3960,723,25,1376,40575,1893,1427,466,1893,90900,735.34025,6.647262951,0,80.61237576,0,80.18777149,19903,0,0,0,0,0,0,0,0,2237,5025,1
"8220",2016,5031001000,83,0,40.5,3930,3665,27,189,1058,45050,1545,1034,511,1545,73900,392.109332,10.02271479,0,88.44967094,0,88.2347281,24198,0,0,0,0,2,0,0,2,1856,5031,2
"8221",2016,5033020600,58,0,37.3,9880,8987,178,375,2863,46386,3640,2850,790,3640,140500,90.076859,109.6841088,0,70.72251501,0,86.48897564,20893,0,0,0,0,0,0,0,0,3884,5033,1
"8222",2016,5035030600,55,0,27.3,4608,1534,2613,187,1092,37904,1711,914,797,1711,69500,448.901195,10.26506512,0,92.45965972,0,94.2252708,18283,0,0,0,0,4,111379.94,17629.33,4,2512,5035,1
"8223",2016,5037950100,75,0,50.4,1367,557,786,0,336,20518,615,367,248,615,56300,461.968909,2.959073594,0,58.81153546,0,57.87513059,15258,0,0,0,0,0,0,0,0,787,5037,1
"8224",2016,5063490400,90,0,40.9,4212,3986,41,107,1234,40747,1753,1238,515,1753,87600,436.856959,9.641599872,0,93.08495457,0,92.97850113,23244,0,0,0,0,1,0,0,1,2002,5063,2
"8225",2016,5069001401,90,1,26.5,1729,260,1469,0,405,28949,629,236,393,629,37200,3.780716,457.3207826,0,91.94810446,0,91.7564744,12396,0,0,0,0,0,0,0,0,808,5069,1
"8226",2016,5069001901,90,1,48.2,1475,642,772,33,385,32813,609,433,176,609,86500,119.46838,12.34636311,0,97.37498694,0,97.39236818,17631,0,0,0,0,0,0,0,0,753,5069,1
"8227",2016,5079960600,98,0,36.7,6137,2627,3285,185,418,25417,741,440,301,741,60000,381.11863,16.10259777,0,99.36981934,0,99.40342003,4923,0,0,0,0,4,384041.94,0,4,980,5079,1
"8228",2016,5081030102,93,0,39.7,5104,3723,1038,300,1325,28869,2321,1523,798,2321,73100,282.204472,18.08617689,0,65.82266695,0,70.80607027,19531,0,0,0,0,0,0,0,0,2721,5081,2
"8229",2016,5089960201,92,0,46.9,3065,2879,42,68,789,28117,1227,829,398,1227,97300,245.364311,12.49162923,0,91.76385093,0,91.57914994,15178,0,0,0,0,0,0,0,0,1578,5089,2
"8230",2016,5091020600,82,1,32.3,2142,441,1518,139,475,20343,825,288,537,825,45100,2.851104,751.2879222,0,93.45069594,0,93.35651839,9922,0,0,0,0,2,3401.07,0,2,970,5091,1
"8231",2016,5093010900,98,0,34.2,2225,1364,674,116,534,28388,763,354,409,763,58800,437.284102,5.088225229,0,60.73586072,0,59.76934074,15329,0,0,0,0,0,0,0,0,971,5093,2
"8232",2016,5107480400,71,0,29.8,1822,350,1372,61,344,20106,633,209,424,633,57800,20.173764,90.31532242,0,89.99616049,0,89.77566394,14218,2,45000,13475.27,2,5,89378.9,13475.27,5,1014,5107,2
"8233",2016,5107480500,76,0,25.2,2303,323,1943,0,521,15046,918,282,636,918,47000,16.340513,140.9380477,0,49.7777796,0,49.72920218,9642,0,0,0,0,0,0,0,0,1293,5107,2
"8234",2016,5111490300,83,0,33.7,3406,2906,207,231,773,22219,1430,504,926,1430,54900,25.923441,131.3868788,0,79.67939875,0,79.19118051,13583,2,46291.38,0,2,9,741135.13,9912.48,9,1648,5111,1
"8235",2016,5119001100,41,0,49,2108,127,1940,0,396,40042,870,428,442,870,75700,2.914453,723.291815,0,37.75626695,0,36.75427503,20428,0,0,0,0,0,0,0,0,1207,5119,1
"8236",2016,5119002800,60,0,20.9,2810,36,2413,121,573,10810,986,347,639,986,52300,9.606125,292.5216984,0,94.45131523,0,94.3751031,7380,0,0,0,0,7,108036.45,6170.02,7,1192,5119,1
"8237",2016,5119002900,37,0,35,1442,260,1037,69,254,17845,594,197,397,594,62700,1.653765,871.9497631,0,81.84250583,0,81.46753175,12328,0,0,0,0,0,0,0,0,805,5119,1
"8238",2016,5119004001,97,0,33.7,2705,323,2276,73,680,24838,1025,586,439,1025,63900,36.219484,74.68355982,0,84.32416985,0,84.02980151,15158,0,0,0,0,1,27444.39,2017.77,1,1230,5119,1
"8239",2016,5119004500,67,0,33.1,2559,152,2280,11,395,16651,857,352,505,857,77400,2.766536,924.983445,0,38.78965894,0,37.74811679,9613,0,0,0,0,1,73912.22,55833.37,1,1115,5119,1
"8240",2016,5119004600,86,0,30.4,3429,913,2399,65,510,23611,1504,513,991,1504,94800,2.996811,1144.216302,0,56.3858631,0,55.42145489,17577,0,0,0,0,0,0,0,0,1899,5119,1
"8241",2016,5119004700,68,0,44.9,3099,1114,1810,97,580,32379,1465,612,853,1465,120400,2.175502,1424.498805,0,0,0,0,22803,0,0,0,0,0,0,0,0,2011,5119,1
"8242",2016,5125010600,88,0,32.7,7223,5141,911,857,1679,40309,2674,1576,1098,2674,87100,63.263988,114.1723788,0,83.85377409,0,84.42431407,21811,0,0,0,0,0,0,0,0,3040,5125,1
"8243",2016,5127950200,71,0,34.7,4241,3422,3,537,1083,27813,1536,811,725,1536,66800,43.172131,98.23466903,0,97.94228034,0,98.00406884,14994,0,0,0,0,3,559633.43,105242.48,3,1955,5127,2
"8244",2016,5143011300,89,0,19.9,7748,6185,911,285,283,23341,1753,281,1472,1753,260600,3.46863,2233.734933,0,31.59566767,0,31.22010227,11230,0,0,0,0,0,0,0,0,1968,5143,1
"8245",2016,5147490100,58,0,42.9,4037,3170,691,22,1072,29639,1699,1129,570,1699,58700,915.900736,4.407682887,0,99.62300794,0,99.62335734,18030,0,0,0,0,11,181671.14,27286.97,11,2303,5147,2
"8246",2016,6001401600,77,0,29.7,2173,554,713,478,359,36544,781,170,611,781,366700,0.636068,3416.301402,80.25446404,0,79.61436791,0,21532,0,0,0,0,0,0,0,0,865,6001,1
"8247",2016,6001408600,87,0,29.3,6292,230,2017,3517,1311,30696,1811,691,1120,1811,247000,1.061441,5927.790617,0,0,0,0,13260,0,0,0,0,0,0,0,0,1957,6001,1
"8248",2016,6001408800,95,0,27.3,6348,229,1900,3461,1353,23598,1950,343,1607,1950,203100,1.204352,5270.88426,78.89806857,77.3921584,78.37661328,76.96019135,11687,0,0,0,0,0,0,0,0,2076,6001,1
"8249",2016,6001451503,96,0,37.8,5912,3843,6,1372,1637,94013,2129,1498,631,2129,541500,2.67411,2210.829023,0,0,0,0,36388,0,0,0,0,0,0,0,0,2266,6001,1
"8250",2016,6013302007,71,0,34.7,6840,2690,563,2701,1573,71023,2022,1335,687,2022,298200,4.327632,1580.541044,0,72.95105361,0,72.3456315,24736,0,0,0,0,0,0,0,0,2101,6013,1
"8251",2016,6013307205,76,0,36.8,6913,1787,1567,2615,1499,50023,2493,1022,1471,2493,262600,3.082314,2242.79551,0,72.70295617,0,72.12019574,21052,0,0,0,0,0,0,0,0,2738,6013,1
"8252",2016,6013312000,70,0,33.2,2373,209,826,1012,538,33693,781,262,519,781,233300,1.408549,1684.712424,0,73.4635875,0,72.87485567,17244,0,0,0,0,0,0,0,0,834,6013,1
"8253",2016,6013317000,69,0,32.9,2425,1760,72,268,540,71548,1074,372,702,1074,356100,1.62301,1494.137436,0.125522416,91.96706443,73.20167937,91.77571892,36832,0,0,0,0,9,7510.4,0,9,1098,6013,1
"8254",2016,6013358000,67,0,35.7,5885,1754,859,1831,1518,61250,2073,1061,1012,2073,340200,6.875372,855.9536851,88.09139078,94.71511682,87.70020215,94.70225986,29028,0,0,0,0,1,0,0,1,2177,6013,1
"8255",2016,6013365002,56.5,0,28.2,6262,286,1264,3788,1266,40900,1574,548,1026,1574,225600,5.851367,1070.177277,91.06918582,87.7717262,90.71995024,87.51993182,14642,0,0,0,0,0,0,0,0,1788,6013,1
"8256",2016,6013367200,72,0,35.7,5365,736,727,2430,1185,46130,1737,772,965,1737,251300,1.322796,4055.803011,0,42.7246057,0,41.65337879,21176,1,2111.67,0,1,1,2111.67,0,1,1793,6013,1
"8257",2016,6019002400,95,0,25.7,4942,353,105,3072,826,24632,1335,357,978,1335,83500,2.446456,2020.064943,0,86.34947439,0,86.06697091,10263,0,0,0,0,0,0,0,0,1466,6019,1
"8258",2016,6019004002,86,0,27.9,7564,1003,0,6031,1597,35147,2004,917,1087,2004,168500,20.679755,365.7683565,0,19.2961369,0,39.56534888,13607,0,0,0,0,0,0,0,0,2064,6019,1
"8259",2016,6019004404,83,0,28.7,3641,658,17,2466,745,33901,1153,132,1021,1153,120400,2.676102,1360.560995,0,0,0,0,13414,0,0,0,0,0,0,0,0,1211,6019,1
"8260",2016,6019007802,87,0,24.7,5178,230,19,4887,1177,21281,1363,196,1167,1363,109900,523.79795,9.885491152,0,99.19374019,0,99.25221312,8271,0,0,0,0,0,0,0,0,1522,6019,2
"8261",2016,6019008502,85,0,25.5,8573,167,0,8365,1869,30712,2065,928,1137,2065,129100,11.032698,777.0538086,0,32.62454985,0,35.01677022,9760,0,0,0,0,0,0,0,0,2065,6019,1
"8262",2016,6025010400,86,0,25.9,8176,467,156,7551,1644,27228,1984,920,1064,1984,111100,6.172308,1324.626056,0,10.41477447,0,25.14295926,10348,0,0,0,0,0,0,0,0,2232,6025,2
"8263",2016,6029004402,91,0,23.2,4903,174,169,4540,1022,23796,1249,227,1022,1249,142700,1.86573,2627.925798,0,74.37211625,0,73.831583,8575,0,0,0,0,0,0,0,0,1455,6029,2
"8264",2016,6037104701,92,0,24.4,4028,6,187,3808,867,27394,912,227,685,912,312500,0.550502,7316.957977,0,0,0,0,8785,0,0,0,0,0,0,0,0,930,6037,1
"8265",2016,6037206010,90,0,38.8,3305,132,131,1826,694,19313,1056,105,951,1056,502400,1.418138,2330.520725,0,25.96917662,0,23.88656733,11486,0,0,0,0,0,0,0,0,1077,6037,1
"8266",2016,6037228800,89.5,0,26,5356,17,554,4778,1075,29342,1200,400,800,1200,305000,0.844483,6342.342001,0,0,0,0,9097,0,0,0,0,0,0,0,0,1276,6037,1
"8267",2016,6037240010,90,0,27,3625,0,893,2722,755,29179,977,195,782,977,241700,0.588434,6160.41901,0,0,0,0,10158,0,0,0,0,0,0,0,0,1036,6037,1
"8268",2016,6037242100,85,0,19.5,2911,0,738,2143,626,14728,735,0,735,735,266216.6667,0.459615,6333.561785,0,0,0,0,5866,0,0,0,0,0,0,0,0,759,6037,1
"8269",2016,6037242600,88.5,0,21,4980,5,1651,3253,1038,14483,1284,85,1199,1284,328000,0.475994,10462.31675,0,26.36992817,0,24.52988398,5909,0,0,0,0,0,0,0,0,1352,6037,1
"8270",2016,6037405102,82,0,32.8,4457,313,208,2973,962,40661,1254,681,573,1254,274500,0.962818,4629.119938,0,0,0,0,15891,0,0,0,0,0,0,0,0,1425,6037,1
"8271",2016,6039000800,83,0,26.9,6691,1150,17,5464,1359,28171,1849,487,1362,1849,114200,2.816999,2375.22271,0,55.18665307,0,81.50464618,13241,0,0,0,0,0,0,0,0,2011,6039,1
"8272",2016,6039000900,90,0,25.9,9403,258,185,8575,1758,31567,2117,853,1264,2117,137100,3.824594,2458.561615,0,69.47363768,0,93.49672843,10731,0,0,0,0,0,0,0,0,2307,6039,1
"8273",2016,6063000400,82,0,50.9,2685,2195,0,181,601,37969,1203,902,301,1203,190300,1822.599751,1.473170398,0,96.53831518,0,96.54148568,28927,0,0,0,0,8,299833.35,17910.35,8,1658,6063,2
"8274",2016,6067002200,85,0,30,4284,1213,849,1345,1143,30438,1781,667,1114,1781,371300,2.442983,1753.593865,0,29.67820958,0,28.53411778,22701,0,0,0,0,0,0,0,0,1852,6067,1
"8275",2016,6067004903,95,0,28.1,6915,1009,1549,1422,1576,31529,1992,786,1206,1992,152100,1.775344,3895.019782,0,28.88961512,0,27.6873591,12805,0,0,0,0,1,0,0,1,2125,6067,1
"8276",2016,6071007000,90,0,28.9,6880,889,52,5467,1672,37698,2154,901,1253,2154,146200,2.274028,3025.468464,0,35.03083825,0,35.18447243,14576,0,0,0,0,0,0,0,0,2398,6071,1
"8277",2016,6071007601,93,0,25.6,7700,849,728,5547,1694,26649,1924,828,1096,1924,104000,2.599077,2962.590181,0,15.65401552,0,37.91994282,9378,0,0,0,0,0,0,0,0,2151,6071,1
"8278",2016,6071009500,90,0,27.6,7613,2475,1249,3398,1849,37245,2531,1052,1479,2531,82600,5.34054,1425.511278,0,35.139577,0,35.93775774,15380,0,0,0,0,0,0,0,0,2778,6071,2
"8279",2016,6073010011,95,0,35.5,4238,379,207,2966,856,65682,926,612,314,926,297600,0.885029,4788.543652,0,0,0,0,18219,0,0,0,0,0,0,0,0,959,6073,1
"8280",2016,6083001000,87,0,34.7,5491,2968,129,2060,850,45074,2821,256,2565,2821,813900,1.257981,4364.93079,42.57792442,64.16380013,80.1803763,81.22834992,32216,0,0,0,0,1,0,0,1,3071,6083,1
"8281",2016,6083001208,83,0,37.1,4563,3386,70,788,983,88640,1645,853,792,1645,1028600,1.810409,2520.424943,76.27095506,31.6034819,75.64608926,30.51630285,44378,0,0,0,0,0,0,0,0,1840,6083,1
"8282",2016,6111003011,85,0,29.4,5788,543,159,4733,1220,40897,1580,572,1008,1580,370300,0.859112,6737.189098,0,0,0,0,16817,0,0,0,0,0,0,0,0,1634,6111,1
"8283",2016,6111005403,93,0,35.5,2609,1094,16,1283,559,39516,954,375,579,954,403700,0.75412,3459.661592,0,84.18874566,0,83.85385165,23692,0,0,0,0,0,0,0,0,987,6111,1
"8284",2016,6111007000,94,0,36,3980,1802,69,1565,850,59085,1593,336,1257,1593,423400,1.526223,2607.74474,0,97.69538125,0,97.7305218,32498,0,0,0,0,0,0,0,0,1682,6111,1
"8285",2016,6111007613,92,0,39.7,4034,2399,120,1045,1022,136154,1214,1035,179,1214,701300,18.337695,219.9840274,0,95.22383163,0,98.52367075,48820,0,0,0,0,0,0,0,0,1349,6111,1
"8286",2016,6111008700,83,0,30.4,6292,1030,59,4938,1260,41471,1876,597,1279,1876,382000,1.819159,3458.7411,0,0,0,0,16886,0,0,0,0,0,0,0,0,1945,6111,1
"8287",2016,6111009100,72,0,30.3,4641,106,142,4269,865,36915,1095,439,656,1095,144000,3.739799,1240.975785,0,92.86971412,0,92.75443998,13114,0,0,0,0,0,0,0,0,1188,6111,1
"8288",2016,6113011300,81,0,38.5,8617,3785,53,4473,2173,65563,2957,1755,1202,2957,305100,290.124146,29.70107838,0,34.68788037,0,33.64353659,32912,0,0,0,0,1,0,0,1,3062,6113,2
"8289",2016,8021974800,91,0,36,3935,1345,6,2492,911,28981,1360,1044,316,1360,95000,618.168541,6.365577895,0,61.01055986,0,60.0635069,15061,0,0,0,0,0,0,0,0,1783,8021,2
"8290",2016,8031000702,86,0,29.1,5173,1803,587,2412,958,24721,1949,436,1513,1949,274700,1.411279,3665.469408,0,34.46865606,0,33.36449112,19270,0,0,0,0,0,0,0,0,2181,8031,1
"8291",2016,8031000800,93,0,16.9,1448,258,471,624,314,11410,442,36,406,442,283433.3333,1.655331,874.7495214,0,58.7992682,0,57.86550833,5294,0,0,0,0,0,0,0,0,473,8031,1
"8292",2016,8031001600,90,0,29.4,10830,6948,1224,2136,1120,70128,4710,1025,3685,4710,327700,3.199065,3385.364161,0,8.208699794,0,24.39654698,41676,0,0,0,0,0,0,0,0,5109,8031,1
"8293",2016,8031001901,89,0,32,2642,886,454,1241,460,23125,963,221,742,963,256100,2.335145,1131.407257,0,30.98035485,0,29.87985924,13953,0,0,0,0,0,0,0,0,1096,8031,1
"8294",2016,8031003102,95,0,33,3318,2138,525,460,366,30000,1876,387,1489,1876,347500,0.854939,3880.978643,0,0,0,0,31592,0,0,0,0,0,0,0,0,1992,8031,1
"8295",2016,8031004503,93,0,27.4,4085,474,16,3474,793,35208,1242,521,721,1242,157200,1.017839,4013.404871,0,0,0,0,14436,0,0,0,0,0,0,0,0,1327,8031,1
"8296",2016,8031004506,98,0,27.3,3721,331,294,2686,801,29464,1048,352,696,1048,163400,0.958641,3881.536467,0,0,0,0,11667,0,0,0,0,0,0,0,0,1095,8031,1
"8297",2016,8041001900,91,0,38.3,4558,2695,366,1255,950,27930,2228,680,1548,2228,133700,1.710147,2665.267956,0,0,0,0,21739,1,234.07,234.94,1,2,234.07,234.94,2,2476,8041,1
"8298",2016,8041002900,84,0,30.1,6077,2827,652,2049,1329,30446,2559,1035,1524,2559,117300,3.01936,2012.678183,0,79.93436442,0,93.83213284,16097,0,0,0,0,2,39497.02,12309.47,2,2918,8041,1
"8299",2016,8055960600,71,0,47.5,3194,1266,0,1886,779,23961,1391,793,598,1391,87600,108.63571,29.40101372,0,98.00337725,0,98.03705944,16711,0,0,0,0,0,0,0,0,1849,8055,2
"8300",2016,8063962100,80,0,38.5,5799,4121,300,1306,1437,45526,1973,1332,641,1973,127800,1909.599559,3.036762327,0,0,0,0,23907,0,0,0,0,0,0,0,0,2149,8063,2
"8301",2016,8071000500,83,0,41.7,1907,770,9,1099,544,39015,858,459,399,858,112300,72.83526,26.18237376,0,71.427426,0,70.80332105,20078,0,0,0,0,0,0,0,0,1003,8071,2
"8302",2016,8099000300,91,0,35,4715,3224,38,1356,1290,45538,2053,1178,875,2053,102400,5.786685,814.801566,0,76.09400547,0,75.60620223,22486,0,0,0,0,0,0,0,0,2396,8099,2
"8303",2016,8101001400,94,0,38,1312,413,5,867,253,16836,666,187,479,666,75200,1.050115,1249.386972,0,0,0,0,11966,0,0,0,0,0,0,0,0,799,8101,1
"8304",2016,8115968300,98,0,49.5,2367,1893,26,329,619,46977,1012,707,305,1012,94700,1419.419128,1.667583558,0,98.45288494,0,98.50305163,24247,0,0,0,0,0,0,0,0,1307,8115,2
"8305",2016,8123001600,91,0,39.4,4788,3469,3,1301,1279,71336,1666,1110,556,1666,208300,240.912605,19.87442708,0,94.10169814,0,94.00670809,29783,0,0,0,0,1,53561.63,0,1,1760,8123,1
"8306",2016,8123001905,91,0,31.4,4631,2031,0,2508,1081,50734,1405,946,459,1405,161100,7.038787,657.9258614,0,0,0,0,20987,0,0,0,0,0,0,0,0,1446,8123,1
"8307",2016,9001035100,68,0,45.2,7740,6406,379,406,2056,105700,3216,1864,1352,3216,940400,6.569583,1178.15697,0,32.32414825,0,32.07098477,76011,0,0,0,0,0,0,0,0,3403,9001,1
"8308",2016,9001043400,87.5,0,37.7,4192,1700,915,1035,895,55250,1758,683,1075,1758,345400,1.358535,3085.67685,77.42314203,33.42410693,76.82164516,32.34040798,39009,0,0,0,0,0,0,0,0,1900,9001,1
"8309",2016,9001044000,81.6666666666667,0,34.1,6049,1474,1195,3047,1375,55128,2220,996,1224,2220,329400,1.207845,5008.092926,0,0,0,0,27291,0,0,0,0,0,0,0,0,2368,9001,1
"8310",2016,9001044200,83,0,37.2,4003,1696,982,1117,896,64844,1591,590,1001,1591,374800,1.444752,2770.717743,97.26696882,55.44879418,97.15440833,54.47847364,35432,0,0,0,0,1,0,0,1,1746,9001,1
"8311",2016,9001044400,78,0,28.7,3856,799,1156,1838,922,52668,1201,476,725,1201,454500,2.666223,1446.240618,98.87550179,76.78383806,98.93329187,76.38148128,26904,0,0,0,0,12,102883.39,17276.03,12,1304,9001,1
"8312",2016,9001070300,86.5,0,18.8,1177,8,355,799,327,9176,365,5,360,365,165016.6667,1.074851,1095.035498,94.90252826,75.01902678,94.69444876,74.49276956,4796,0,0,0,0,0,0,0,0,414,9001,1
"8313",2016,9001070500,18,0,27.4,2149,317,541,933,392,18333,840,91,749,840,140400,0.382634,5616.333102,87.39966144,62.38048804,86.93204789,61.47385495,12480,0,0,0,0,2,0,0,2,1062,9001,1
"8314",2016,9001070900,96,0,34.4,2694,198,959,1498,542,28333,832,257,575,832,145900,0.442261,6091.425651,86.38945012,58.58702374,85.76893174,57.66893935,16915,1,0,0,1,8,72172.67,0,8,968,9001,1
"8315",2016,9001071100,40,0,31.7,4844,586,2049,1874,1074,54045,1330,557,773,1330,202200,0.66276,7308.829742,0,0,0,0,20683,0,0,0,0,0,0,0,0,1609,9001,1
"8316",2016,9001071600,19,0,20.8,2526,177,841,1444,665,16675,768,28,740,768,222200,0.17231,14659.62509,0,0,0,0,10125,0,0,0,0,0,0,0,0,851,9001,1
"8317",2016,9001072800,62,0,30.5,5252,367,2981,1602,1328,44375,1701,1022,679,1701,132400,1.497373,3507.476093,0.005540196,38.8301455,68.51189551,37.78935503,20587,0,0,0,0,11,73081.77,0,11,1921,9001,1
"8318",2016,9001073100,85,0,42,5603,1265,2385,1750,1115,36864,2293,1020,1273,2293,154500,3.291033,1702.504958,72.41336585,36.02572918,73.90452496,34.96590972,25515,0,0,0,0,0,0,0,0,2502,9001,1
"8319",2016,9001073700,35,0,33.2,4880,339,2109,2278,1032,34424,1617,569,1048,1617,161300,0.881822,5533.996657,78.34325343,34.96527613,77.74529622,33.845604,16394,0,0,0,0,0,0,0,0,2000,9001,1
"8320",2016,9001073800,43,0,29.2,2520,69,848,1421,503,25625,724,119,605,724,142400,0.527984,4772.871905,76.13717032,30.90068021,75.50925206,29.79875735,13632,0,0,0,0,0,0,0,0,829,9001,1
"8321",2016,9001073900,63,0,29.2,3603,46,1075,2317,802,30905,1179,225,954,1179,158100,0.510134,7062.850153,90.50947414,41.87794321,90.14772197,40.74613735,15066,0,0,0,0,0,0,0,0,1402,9001,1
"8322",2016,9001074400,47,0,32,4526,282,2315,1749,981,37524,1433,367,1066,1433,129400,1.92108,2355.966436,97.36252935,75.88593445,97.22593687,75.36976962,15054,0,0,0,0,2,11293.13,0,2,1747,9001,1
"8323",2016,9001210400,89,0,35.4,9036,4138,667,2764,2160,66691,3291,2101,1190,3291,241500,7.498256,1205.080221,0,56.42221114,0,57.46824655,30021,0,0,0,0,0,0,0,0,3469,9001,1
"8324",2016,9001211000,86,0,36.9,4442,2620,744,836,985,80417,1488,1182,306,1488,296800,7.14193,621.9607305,0,33.72897877,0,32.65244405,32667,0,0,0,0,0,0,0,0,1589,9001,1
"8325",2016,9003406001,80,0,42,4082,2490,299,1184,1079,39755,1766,843,923,1766,200300,4.260132,958.1862722,0,59.77738667,0,58.83460714,23543,0,0,0,0,0,0,0,0,1819,9003,1
"8326",2016,9003416300,47,0,35.6,3547,1528,208,1692,787,33056,1456,445,1011,1456,151600,1.831661,1936.493707,0,31.36109377,0,30.2743718,18379,0,0,0,0,0,0,0,0,1705,9003,1
"8327",2016,9003416600,53,0,36.9,2810,887,304,1472,607,23590,1212,236,976,1212,153800,1.598491,1757.907927,0,0,0,0,18410,0,0,0,0,0,0,0,0,1321,9003,1
"8328",2016,9003500300,91,0,32.6,2231,243,475,1468,478,22943,980,64,916,980,95000,0.531518,4197.411941,0,0,0,0,13260,0,0,0,0,0,0,0,0,1135,9003,1
"8329",2016,9003500500,78,0,35.2,1498,248,302,527,257,42381,744,35,709,744,157200,0.282625,5300.309598,0,0,0,0,26398,0,0,0,0,0,0,0,0,782,9003,1
"8330",2016,9003500900,75,0,26.8,2433,45,901,1468,616,19620,840,61,779,840,206600,0.50399,4827.476736,0,0,0,0,10774,0,0,0,0,0,0,0,0,891,9003,1
"8331",2016,9003510200,84,0,44.4,2681,927,879,669,496,42604,1008,335,673,1008,172200,2.897975,925.1287537,79.99508546,40.36293583,79.34691339,39.29042723,23771,0,0,0,0,0,0,0,0,1033,9003,1
"8332",2016,9003514200,82,0,35.3,3075,1820,538,637,741,60042,1426,897,529,1426,151900,3.571618,860.954335,0,41.75349508,0,40.62929565,31347,0,0,0,0,0,0,0,0,1513,9003,1
"8333",2016,9007541600,86,0,34.4,1319,622,306,316,252,21729,711,73,638,711,139100,0.65663,2008.741605,87.89597094,38.62036061,87.48561654,37.62715126,21125,0,0,0,0,1,10337.99,33722.11,1,895,9007,1
"8334",2016,9009141200,85,0,33,4970,1090,2716,669,1253,40184,1830,839,991,1830,163700,1.907219,2605.888469,78.05128596,43.52462999,78.23977608,42.46577225,21951,0,0,0,0,0,0,0,0,2004,9009,1
"8335",2016,9009141500,96,0,31.8,5639,33,4843,654,1413,27640,2492,775,1717,2492,144500,1.61048,3501.440564,0,39.87299624,0,38.79694287,15985,0,0,0,0,0,0,0,0,3039,9009,1
"8336",2016,9009142400,87,0,25.3,6179,772,1238,3916,1313,30960,1819,346,1473,1819,104800,1.188577,5198.653516,91.62973269,44.68579286,91.27040896,43.72903722,12787,0,0,0,0,0,0,0,0,2092,9009,1
"8337",2016,9009142500,85,0,30.3,6337,1450,847,3969,1433,32275,2129,435,1694,2129,183600,1.844585,3435.461093,93.77218369,50.38291395,93.52822267,49.26183538,15730,0,0,0,0,0,0,0,0,2325,9009,1
"8338",2016,9009150100,69,0,42.6,4238,3794,114,94,1029,76563,2034,989,1045,2034,330200,3.142587,1348.570461,95.22340771,49.16793624,95.08941067,48.05355474,47871,0,0,0,0,0,0,0,0,2185,9009,1
"8339",2016,9009150300,59,0,42.3,4307,3344,217,501,1050,77813,1750,1224,526,1750,260100,2.927488,1471.227209,79.36426403,39.47656106,83.18457472,38.47665915,34810,0,0,0,0,0,0,0,0,1781,9009,1
"8340",2016,9009150400,64,0,44,4049,3285,277,260,1060,58158,1866,1081,785,1866,247000,1.638869,2470.606253,96.77824496,71.09475337,96.65059866,70.44179909,32761,0,0,0,0,1,0,0,1,2179,9009,1
"8341",2016,9009154200,75,0,30.9,6862,1728,2462,1817,1684,39018,2653,949,1704,2653,185000,3.066391,2237.809855,0.456221602,73.00009924,74.46120355,72.42260956,21030,0,0,0,0,2,31963.8,0,2,2968,9009,1
"8342",2016,9009345201,97,0,41.4,7042,5886,338,752,1840,75813,2396,1891,505,2396,178800,8.640765,814.9741371,0,34.68463112,0,33.56930775,30429,0,0,0,0,0,0,0,0,2645,9009,1
"8343",2016,9009351100,84,0,35.6,3947,937,1149,1500,976,33719,1705,570,1135,1705,102300,3.979057,991.9435685,0,38.69452504,0,37.66151647,17468,0,0,0,0,0,0,0,0,1854,9009,1
"8344",2016,9009351400,94,0,28.8,4331,1124,486,2346,1111,29638,1402,598,804,1402,108000,1.139088,3802.164539,0,0.245019057,0,22.77038544,13835,0,0,0,0,0,0,0,0,1651,9009,1
"8345",2016,9009352500,94,0,40.1,2713,1494,454,586,624,47025,1078,591,487,1078,120600,3.313421,818.7912131,0,26.18912248,0,24.45015671,23161,0,0,0,0,0,0,0,0,1258,9009,1
"8346",2016,9011690500,57,0,39.4,2696,1204,579,670,410,20518,1535,171,1364,1535,162900,0.971897,2773.9565,85.57964431,51.45364352,84.91369927,50.33128059,21478,0,0,0,0,1,0,1077.59,1,1714,9011,1
"8347",2016,9015800300,84,0,21.2,7098,3794,801,2177,948,33110,1622,463,1159,1622,152900,4.333085,1638.093875,0,68.22289873,0,67.40254028,12513,0,0,0,0,0,0,0,0,1651,9015,2
"8348",2016,9015903100,97,0,38.6,7102,6615,16,252,1874,46378,2961,1482,1479,2961,165700,8.629192,823.0202781,0,59.87824089,0,58.93082971,25312,0,0,0,0,0,0,0,0,3293,9015,1
"8349",2016,10001040501,92,0,40.7,4424,2163,1429,498,1092,51820,1909,1366,543,1909,169800,10.396738,425.5180808,84.94785125,79.02059649,84.30104183,78.51349865,28293,0,0,0,0,2,4604.7,0,2,2074,10001,1
"8350",2016,10001040700,91,0,45,4680,1964,1858,403,1136,62477,1855,1348,507,1855,212800,6.077068,770.1082167,0.006866174,50.07178606,68.75758047,48.96079617,34043,0,0,0,0,0,0,0,0,2047,10001,1
