DEVELOPMENT_ID,block_group,county,tract,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c,year
OR020000002,410159501001,41015,41015950100,57.2,2965,2763,0,151,699,36771,1474,1037,437,1474,189600,2017
OR020000002,410159501001,41015,41015950100,59.5,2641,2501,0,85,730,37315,1382,1015,367,1382,211900,2018
OR020000002,410159501001,41015,41015950100,57.5,2715,2627,0,30,741,32287,1404,1067,337,1404,198900,2019
OR020000002,410159501001,41015,41015950100,59.5,2971,2619,0,65,952,31116,1596,1197,399,1596,215400,2020
OR002000121,410510096063,41051,41051009606,28.8,5005,2288,423,1705,1128,31763,1684,535,1149,1684,222200,2010
OR002000121,410510096063,41051,41051009606,29.3,5329,2446,276,2061,1211,32717,1767,600,1167,1767,211700,2011
OR002000121,410510096063,41051,41051009606,27.9,5960,2519,249,2148,1280,32081,1831,586,1245,1831,194700,2012
OR002000121,410510096063,41051,41051009606,32.3,5567,2556,249,1999,1183,27813,1775,545,1230,1775,182800,2013
OR002000121,410510096063,41051,41051009606,33.3,5639,2333,352,2056,1208,31688,1782,563,1219,1782,185800,2014
OR002000121,410510096063,41051,41051009606,36,5579,2254,379,2033,1169,29300,1860,582,1278,1860,181700,2015
OR002000121,410510096063,41051,41051009606,33.9,5685,2137,540,2094,1148,30676,1875,576,1299,1875,195900,2016
OR002000121,410510096063,41051,41051009606,35.7,5735,2353,630,2037,1174,29528,1908,563,1345,1908,215700,2017
OR002000121,410510096063,41051,41051009606,34,5950,2396,650,2263,1219,39605,2020,588,1432,2020,222400,2018
OR002000121,410510096063,41051,41051009606,33.9,5735,2240,633,2330,1183,40673,1948,603,1345,1948,245100,2019
OR002000121,410510096063,41051,41051009606,31.4,5615,2070,390,2608,1014,45214,1795,691,1104,1795,288200,2020
OR005000001,410419509004,41041,41041950900,39.9,3192,2635,13,375,897,49077,1328,857,471,1328,245300,2010
OR005000001,410419509004,41041,41041950900,38.6,3452,2571,0,389,935,49271,1368,870,498,1368,245500,2011
OR005000001,410419509004,41041,41041950900,40.6,3151,2480,0,359,873,56920,1287,825,462,1287,267600,2012
OR005000001,410419509004,41041,41041950900,37.7,3381,2556,0,328,976,54643,1344,764,580,1344,246900,2013
OR005000001,410419509004,41041,41041950900,39.6,3468,2511,0,591,1015,53322,1448,861,587,1448,223900,2014
OR005000001,410419509004,41041,41041950900,38.9,3665,2493,0,781,1000,53523,1464,775,689,1464,231300,2015
OR005000001,410419509004,41041,41041950900,35.8,3859,2506,0,1052,1020,45735,1436,661,775,1436,228200,2016
OR005000001,410419509004,41041,41041950900,35.9,4085,2533,24,1204,1044,49722,1526,745,781,1526,225200,2017
OR005000001,410419509004,41041,41041950900,35.4,3962,2755,21,830,998,57627,1502,849,653,1502,233100,2018
OR005000001,410419509004,41041,41041950900,35.9,3918,2596,23,1136,916,57560,1481,788,693,1481,261300,2019
OR005000001,410419509004,41041,41041950900,42.4,3866,2664,5,998,881,56350,1455,836,619,1455,309800,2020
PA012008012,420912016033,42091,42091201603,39.1,4659,2139,1898,385,1162,70591,1729,1543,186,1729,236200,2010
PA012008012,420912016033,42091,42091201603,41.9,4405,2168,1704,383,1084,71382,1749,1509,240,1749,236000,2011
PA012008012,420912016033,42091,42091201603,42.4,4462,2248,1751,400,1130,72581,1763,1477,286,1763,239400,2012
PA012008012,420912016033,42091,42091201603,43.9,4350,2305,1596,317,1157,70877,1741,1476,265,1741,236600,2013
PA012008012,420912016033,42091,42091201603,43.9,4304,2304,1506,284,1187,66719,1717,1447,270,1717,230600,2014
PA012008012,420912016033,42091,42091201603,45.1,4378,2243,1713,213,1199,69181,1693,1403,290,1693,230100,2015
PA012008012,420912016033,42091,42091201603,43.5,4295,2221,1617,163,1205,69293,1675,1441,234,1675,233100,2016
PA012008012,420912016033,42091,42091201603,43.9,4280,2434,1425,108,1203,72266,1661,1475,186,1661,235700,2017
PA012008012,420912016033,42091,42091201603,42.8,4211,2427,1295,120,1170,75583,1600,1443,157,1600,238000,2018
PA012008012,420912016033,42091,42091201603,43.1,4209,2437,1314,127,1153,80977,1569,1437,132,1569,237000,2019
PA012008012,420912016033,42091,42091201603,40.3,4339,2465,1146,125,1210,80152,1687,1570,117,1687,243600,2020
OR002000114,410510024023,41051,41051002402,42.7,3248,2776,133,104,610,44219,1994,655,1339,1994,416300,2010
OR002000114,410510024023,41051,41051002402,43,3287,2950,149,68,652,44969,1946,618,1328,1946,375000,2011
OR002000114,410510024023,41051,41051002402,43.4,3267,2901,106,76,653,47250,1948,567,1381,1948,416400,2012
OR002000114,410510024023,41051,41051002402,40.3,3547,2909,310,111,675,45398,2009,588,1421,2009,403800,2013
OR002000114,410510024023,41051,41051002402,42.2,3462,2801,249,114,720,50589,1965,493,1472,1965,348900,2014
OR002000114,410510024023,41051,41051002402,39.1,3591,2895,238,143,645,51018,1987,485,1502,1987,308400,2015
OR002000114,410510024023,41051,41051002402,44.5,3455,2701,275,129,562,50941,2071,481,1590,2071,365700,2016
OR002000114,410510024023,41051,41051002402,40,3621,2838,344,156,645,52522,2067,498,1569,2067,358300,2017
OR002000114,410510024023,41051,41051002402,47.1,3307,2734,197,132,529,57875,2002,532,1470,2002,427100,2018
OR002000114,410510024023,41051,41051002402,47.2,3378,2726,180,159,578,63027,1969,571,1398,1969,475800,2019
OR002000114,410510024023,41051,41051002402,46,3186,2382,221,175,468,64190,1910,563,1347,1910,495600,2020
PA008000007,420430201003,42043,42043020100,41.7,2593,1640,651,155,330,28858,2001,143,1858,2001,169100,2010
PA008000007,420430201003,42043,42043020100,40.2,2880,1769,757,173,400,30121,2021,214,1807,2021,178800,2011
PA008000007,420430201003,42043,42043020100,39.1,2936,1816,715,289,355,34017,1924,240,1684,1924,125000,2012
PA008000007,420430201003,42043,42043020100,37.2,2917,1820,735,230,389,31563,1885,240,1645,1885,121600,2013
PA008000007,420430201003,42043,42043020100,38.6,2990,1499,1171,182,336,26012,1910,220,1690,1910,154900,2014
PA008000007,420430201003,42043,42043020100,35.5,3170,1731,1089,163,360,33125,2006,235,1771,2006,140600,2015
PA008000007,420430201003,42043,42043020100,35.3,3164,1592,1187,124,359,29796,2061,233,1828,2061,159000,2016
PA008000007,420430201003,42043,42043020100,37,3140,1608,1216,63,422,29443,2066,280,1786,2066,150000,2017
PA008000007,420430201003,42043,42043020100,38.6,3220,1463,1455,78,427,30722,2165,254,1911,2165,139300,2018
PA008000007,420430201003,42043,42043020100,39,3232,1728,1172,73,464,42644,2104,302,1802,2104,135900,2019
PA008000007,420430201003,42043,42043020100,37.6,3449,1546,1228,463,506,45165,2349,321,2028,2349,147200,2020
OR009000001,410110004011,41011,41011000401,46.4,2886,2306,3,290,811,62434,1147,650,497,1147,238000,2020
PA012008013,420912016033,42091,42091201603,39.1,4659,2139,1898,385,1162,70591,1729,1543,186,1729,236200,2010
PA012008013,420912016033,42091,42091201603,41.9,4405,2168,1704,383,1084,71382,1749,1509,240,1749,236000,2011
PA012008013,420912016033,42091,42091201603,42.4,4462,2248,1751,400,1130,72581,1763,1477,286,1763,239400,2012
PA012008013,420912016033,42091,42091201603,43.9,4350,2305,1596,317,1157,70877,1741,1476,265,1741,236600,2013
PA012008013,420912016033,42091,42091201603,43.9,4304,2304,1506,284,1187,66719,1717,1447,270,1717,230600,2014
PA012008013,420912016033,42091,42091201603,45.1,4378,2243,1713,213,1199,69181,1693,1403,290,1693,230100,2015
PA012008013,420912016033,42091,42091201603,43.5,4295,2221,1617,163,1205,69293,1675,1441,234,1675,233100,2016
PA012008013,420912016033,42091,42091201603,43.9,4280,2434,1425,108,1203,72266,1661,1475,186,1661,235700,2017
PA012008013,420912016033,42091,42091201603,42.8,4211,2427,1295,120,1170,75583,1600,1443,157,1600,238000,2018
PA012008013,420912016033,42091,42091201603,43.1,4209,2437,1314,127,1153,80977,1569,1437,132,1569,237000,2019
PA012008013,420912016033,42091,42091201603,40.3,4339,2465,1146,125,1210,80152,1687,1570,117,1687,243600,2020
PA008000009,420430203002,42043,42043020300,47.5,1727,571,822,289,291,24365,951,257,694,951,127000,2010
PA008000009,420430203002,42043,42043020300,44.9,1591,666,657,195,279,36080,987,289,698,987,124600,2011
PA008000009,420430203002,42043,42043020300,45,1604,752,662,109,321,39196,989,375,614,989,125100,2012
PA008000009,420430203002,42043,42043020300,39.7,1691,689,782,129,322,37292,1049,262,787,1049,125000,2013
PA008000009,420430203002,42043,42043020300,34,1799,704,763,219,350,34554,1002,242,760,1002,113400,2014
PA008000009,420430203002,42043,42043020300,30.8,1866,818,768,153,301,31250,1030,216,814,1030,115900,2015
PA008000009,420430203002,42043,42043020300,33.8,1903,683,870,282,301,28278,994,187,807,994,116500,2016
PA008000009,420430203002,42043,42043020300,32.5,1819,757,789,185,255,27517,1017,154,863,1017,117400,2017
PA008000009,420430203002,42043,42043020300,30.8,1881,729,848,195,263,28056,1054,148,906,1054,121300,2018
PA008000009,420430203002,42043,42043020300,37.6,1875,752,829,142,222,29265,1124,217,907,1124,121200,2019
PA008000009,420430203002,42043,42043020300,47.4,1793,629,703,311,170,23625,1242,198,1044,1242,129300,2020
OR009000002,410110004022,41011,41011000402,52.3,3496,2876,23,242,1274,65446,1562,1013,549,1562,234300,2020
PA001000017,420035632021,42003,42003563202,43,1874,1219,476,92,238,26569,1329,423,906,1329,207100,2020
PA001000096,420031019001,42003,42003101900,33.1,2382,575,1622,27,547,40489,1057,491,566,1057,95600,2020
PA001000047,420031920003,42003,42003192000,38.8,3417,2744,266,283,754,36563,1641,943,698,1641,74700,2010
PA001000047,420031920003,42003,42003192000,40.9,3472,2816,300,225,786,39750,1629,869,760,1629,76700,2011
PA001000047,420031920003,42003,42003192000,41.2,3389,2832,300,159,785,38102,1616,844,772,1616,77300,2012
PA001000047,420031920003,42003,42003192000,38.6,3517,2807,317,179,861,40372,1613,933,680,1613,76100,2013
PA001000047,420031920003,42003,42003192000,39.9,3586,2765,375,219,873,42639,1636,911,725,1636,76800,2014
PA001000047,420031920003,42003,42003192000,41.3,3620,2851,437,87,873,41891,1657,900,757,1657,77300,2015
PA001000047,420031920003,42003,42003192000,38.7,3785,3022,424,57,924,45441,1596,966,630,1596,78800,2016
PA001000047,420031920003,42003,42003192000,37.6,3656,2834,444,60,846,46688,1580,968,612,1580,81100,2017
PA001000047,420031920003,42003,42003192000,37.6,3667,2979,470,7,774,52604,1558,965,593,1558,82600,2018
PA001000047,420031920003,42003,42003192000,39.1,3575,2833,488,62,779,47236,1593,1027,566,1593,85000,2019
PA001000047,420031920003,42003,42003192000,39.4,3738,2916,656,40,800,58977,1531,955,576,1531,87700,2020
PA010000249,420199118003,42019,42019911800,45,6203,5821,251,57,1880,70557,2329,1904,425,2329,180400,2010
PA010000249,420199118003,42019,42019911800,45.1,6203,5902,182,51,1924,71062,2350,1939,411,2350,180700,2011
PA010000249,420199118003,42019,42019911800,45.6,6186,5963,156,45,1895,68409,2442,2025,417,2442,180900,2012
PA010000249,420199118003,42019,42019911800,45.7,6186,6101,15,40,1876,67038,2447,2018,429,2447,187600,2013
PA010000249,420199118003,42019,42019911800,46.9,6162,6119,20,2,1879,65647,2503,2053,450,2503,199600,2014
PA010000249,420199118003,42019,42019911800,46.8,6164,6109,21,5,1892,62475,2476,2032,444,2476,205500,2015
PA010000249,420199118003,42019,42019911800,45.9,6194,6001,23,88,1915,67560,2472,2011,461,2472,212100,2016
PA010000249,420199118003,42019,42019911800,45.7,6250,6068,23,74,1942,71815,2455,2047,408,2455,224200,2017
PA010000249,420199118003,42019,42019911800,44.8,6404,6207,0,120,2044,84583,2533,2164,369,2533,252100,2018
PA010000249,420199118003,42019,42019911800,45,6589,6343,0,121,2095,86684,2649,2290,359,2649,263500,2019
PA010000249,420199118003,42019,42019911800,46.6,6813,6537,0,132,2153,103317,2677,2294,383,2677,274400,2020
RI011000002,440030219031,44003,44003021903,47.3,3806,3654,55,53,1057,67917,1601,1392,209,1601,234300,2010
RI011000002,440030219031,44003,44003021903,48.5,3926,3757,52,69,1071,68140,1671,1447,224,1671,238100,2011
RI011000002,440030219031,44003,44003021903,49.1,3833,3605,58,18,1033,63674,1646,1365,281,1646,223600,2012
RI011000002,440030219031,44003,44003021903,49.4,3880,3623,58,98,1095,66536,1668,1422,246,1668,208000,2013
RI011000002,440030219031,44003,44003021903,49.4,3921,3593,95,99,1129,67267,1724,1478,246,1724,199200,2014
RI011000002,440030219031,44003,44003021903,49.7,3818,3459,21,214,1138,67438,1648,1417,231,1648,197600,2015
RI011000002,440030219031,44003,44003021903,49.8,3887,3512,10,180,1165,70840,1667,1414,253,1667,192300,2016
RI011000002,440030219031,44003,44003021903,50,3870,3447,13,260,1121,73563,1690,1435,255,1690,197700,2017
RI011000002,440030219031,44003,44003021903,50.5,3834,3364,34,241,1088,74884,1659,1406,253,1659,219300,2018
RI011000002,440030219031,44003,44003021903,50,3864,3317,96,232,1085,85729,1645,1393,252,1645,229500,2019
RI011000002,440030219031,44003,44003021903,48.5,3805,3444,64,122,1049,87813,1555,1309,246,1555,239400,2020
PA046000012,420293024002,42029,42029302400,32,4102,2175,821,1023,936,48189,1811,727,1084,1811,281000,2010
PA046000012,420293024002,42029,42029302400,30.6,4327,2302,846,1135,948,52068,1893,744,1149,1893,263600,2011
PA046000012,420293024002,42029,42029302400,30.4,4345,2385,755,1134,910,46995,1883,778,1105,1883,265100,2012
PA046000012,420293024002,42029,42029302400,28.6,4141,2308,607,1160,839,47957,1845,731,1114,1845,267800,2013
PA046000012,420293024002,42029,42029302400,29.5,3981,2337,556,991,811,53039,1760,755,1005,1760,282200,2014
PA046000012,420293024002,42029,42029302400,29.6,3865,2353,532,842,796,49423,1750,786,964,1750,285500,2015
PA046000012,420293024002,42029,42029302400,29.4,3920,2422,466,858,798,50172,1724,744,980,1724,304900,2016
PA046000012,420293024002,42029,42029302400,29.8,4088,2466,489,944,861,54047,1803,826,977,1803,305900,2017
PA046000012,420293024002,42029,42029302400,30.6,4347,2763,461,878,883,60588,1918,845,1073,1918,330700,2018
PA046000012,420293024002,42029,42029302400,29.4,4559,2796,525,1025,849,58872,1961,741,1220,1961,345500,2019
PA046000012,420293024002,42029,42029302400,31.1,4501,2766,590,906,913,65200,2070,722,1348,2070,376500,2020
PA079000001,421239709002,42123,42123970900,35.8,3622,3584,0,30,861,32235,1604,943,661,1604,67700,2010
PA079000001,421239709002,42123,42123970900,36.3,3655,3611,0,34,867,31838,1639,947,692,1639,68800,2011
PA079000001,421239709002,42123,42123970900,37.9,3598,3543,0,43,871,34128,1657,996,661,1657,69500,2012
PA079000001,421239709002,42123,42123970900,40.6,3467,3391,0,69,822,31673,1639,943,696,1639,68700,2013
PA079000001,421239709002,42123,42123970900,41.1,3476,3435,10,19,842,31115,1632,928,704,1632,69300,2014
PA079000001,421239709002,42123,42123970900,41.3,3253,3123,13,104,748,32620,1605,941,664,1605,69500,2015
PA079000001,421239709002,42123,42123970900,42.7,3233,3092,26,103,734,33105,1591,922,669,1591,74500,2016
PA079000001,421239709002,42123,42123970900,43.5,3241,3088,33,107,728,34036,1606,845,761,1606,70600,2017
PA079000001,421239709002,42123,42123970900,42.2,3212,3026,24,99,725,35492,1589,922,667,1589,71700,2018
PA079000001,421239709002,42123,42123970900,41.3,3252,3120,0,90,779,45273,1619,993,626,1619,71600,2019
PA079000001,421239709002,42123,42123970900,43.1,3530,3443,37,6,841,37027,1793,966,827,1793,69500,2020
PA051000006,420171026001,42017,42017102600,48.7,2287,2081,11,153,512,48333,992,569,423,992,226500,2010
PA051000006,420171026001,42017,42017102600,48.7,2060,1965,27,48,479,45846,1017,580,437,1017,230300,2011
PA051000006,420171026001,42017,42017102600,48.1,2091,1940,12,72,497,51985,999,533,466,999,236500,2012
PA051000006,420171026001,42017,42017102600,41.3,2220,1884,76,173,541,49412,1012,439,573,1012,229500,2013
PA051000006,420171026001,42017,42017102600,43.9,2243,1873,95,179,548,50000,1026,467,559,1026,223000,2014
PA051000006,420171026001,42017,42017102600,43.9,2213,1875,116,126,513,50063,1044,445,599,1044,206100,2015
PA051000006,420171026001,42017,42017102600,42.7,2211,1851,107,153,506,54125,987,457,530,987,217400,2016
PA051000006,420171026001,42017,42017102600,47.1,2190,1872,106,161,518,50893,992,493,499,992,203200,2017
PA051000006,420171026001,42017,42017102600,47.5,2137,1883,72,49,526,52411,970,513,457,970,207400,2018
PA051000006,420171026001,42017,42017102600,47.5,2141,1892,51,51,491,52109,990,534,456,990,218800,2019
PA051000006,420171026001,42017,42017102600,48.8,2081,1883,1,41,509,54866,941,549,392,941,231000,2020
PA024000001,420950147001,42095,42095014700,39.1,2751,1371,523,544,728,42204,939,689,250,939,112900,2010
PA024000001,420950147001,42095,42095014700,37.9,2896,1484,570,587,756,46955,981,760,221,981,127900,2011
PA024000001,420950147001,42095,42095014700,38.3,2715,1325,514,639,740,50709,997,783,214,997,132700,2012
PA024000001,420950147001,42095,42095014700,36.6,2772,1512,393,693,727,56750,1003,684,319,1003,127500,2013
PA024000001,420950147001,42095,42095014700,36.4,2782,1583,405,648,717,54810,999,691,308,999,120200,2014
PA024000001,420950147001,42095,42095014700,36.1,2699,1470,517,546,653,55568,991,691,300,991,120200,2015
PA024000001,420950147001,42095,42095014700,34.9,2777,1408,573,643,641,54173,993,658,335,993,115300,2016
PA024000001,420950147001,42095,42095014700,35.1,2758,1374,553,677,664,53702,1009,636,373,1009,108900,2017
PA024000001,420950147001,42095,42095014700,35.4,2769,1359,555,648,677,54665,979,639,340,979,115100,2018
PA024000001,420950147001,42095,42095014700,33.2,2942,1690,441,578,711,60000,958,696,262,958,112200,2019
PA024000001,420950147001,42095,42095014700,36.6,2812,1694,405,355,736,59236,978,761,217,978,142900,2020
PA021000002,420810004004,42081,42081000400,35.7,4663,2948,1168,50,911,16815,2134,415,1719,2134,70300,2010
PA021000002,420810004004,42081,42081000400,38,4715,2576,1556,55,908,17471,2189,363,1826,2189,72400,2011
PA021000002,420810004004,42081,42081000400,39.2,4372,2402,1323,140,961,18550,2060,244,1816,2060,88700,2012
PA021000002,420810004004,42081,42081000400,39.2,4458,2420,1536,214,1057,18625,1948,268,1680,1948,74300,2013
PA021000002,420810004004,42081,42081000400,40.2,4339,2103,1702,194,1071,17636,1897,331,1566,1897,80900,2014
PA021000002,420810004004,42081,42081000400,38.6,4612,2267,1744,305,1160,20792,1879,393,1486,1879,77500,2015
PA021000002,420810004004,42081,42081000400,39.7,4116,1949,1650,243,1024,22195,1744,455,1289,1744,80500,2016
PA021000002,420810004004,42081,42081000400,39.8,4114,2048,1777,98,964,19801,1787,479,1308,1787,71100,2017
PA021000002,420810004004,42081,42081000400,33.6,3939,2101,1556,8,972,17823,1830,434,1396,1830,83200,2018
PA021000002,420810004004,42081,42081000400,34.1,4002,2401,1428,20,899,21406,1958,417,1541,1958,82100,2019
PA021000002,420810004004,42081,42081000400,28.1,4211,2638,1232,19,966,19924,2127,281,1846,2127,86500,2020
RI011000003,440030214011,44003,44003021401,43,4027,3784,85,103,1034,59063,1643,1475,168,1643,227300,2010
RI011000003,440030214011,44003,44003021401,42,4002,3740,68,44,1080,60264,1603,1422,181,1603,218000,2011
RI011000003,440030214011,44003,44003021401,43.1,4139,3858,19,103,1074,64392,1593,1382,211,1593,204700,2012
RI011000003,440030214011,44003,44003021401,42.5,4030,3708,17,161,1087,69472,1569,1363,206,1569,193200,2013
RI011000003,440030214011,44003,44003021401,42.3,3910,3541,12,148,1069,69180,1485,1286,199,1485,188900,2014
RI011000003,440030214011,44003,44003021401,40.7,3965,3515,19,164,1110,69971,1432,1237,195,1432,180500,2015
RI011000003,440030214011,44003,44003021401,41.5,3762,3398,21,166,1075,75844,1393,1194,199,1393,179000,2016
RI011000003,440030214011,44003,44003021401,40.9,3893,3554,15,141,1069,79904,1396,1244,152,1396,185400,2017
RI011000003,440030214011,44003,44003021401,41.7,3958,3481,18,178,1088,79640,1415,1265,150,1415,196500,2018
RI011000003,440030214011,44003,44003021401,41.8,3871,3505,23,166,1059,87083,1435,1292,143,1435,202200,2019
RI011000003,440030214011,44003,44003021401,42.8,3840,3538,38,145,1056,94188,1449,1305,144,1449,220300,2020
PA046000014,420293056002,42029,42029305600,26.9,3177,523,1784,777,723,33133,954,276,678,954,109500,2010
PA046000014,420293056002,42029,42029305600,23.3,3219,434,1955,643,679,30987,893,240,653,893,111500,2011
PA046000014,420293056002,42029,42029305600,22.6,3167,451,1861,652,676,31466,935,301,634,935,111200,2012
PA046000014,420293056002,42029,42029305600,23,3207,440,2218,348,720,31806,981,345,636,981,111100,2013
PA046000014,420293056002,42029,42029305600,22.8,3541,350,2328,647,693,32214,988,296,692,988,111700,2014
PA046000014,420293056002,42029,42029305600,22.6,3324,479,2052,620,708,31118,966,284,682,966,107400,2015
PA046000014,420293056002,42029,42029305600,24.6,3161,481,2024,579,701,31006,963,310,653,963,100600,2016
PA046000014,420293056002,42029,42029305600,25.3,3191,348,1974,803,699,34881,994,341,653,994,99300,2017
PA046000014,420293056002,42029,42029305600,32.6,2916,424,1728,698,605,34464,983,335,648,983,105300,2018
PA046000014,420293056002,42029,42029305600,29.9,2725,449,1716,481,607,36250,969,318,651,969,98700,2019
PA046000014,420293056002,42029,42029305600,36.4,2665,519,1418,512,620,43750,964,365,599,964,78600,2020
PA079000004,421239705004,42123,42123970500,43.1,3586,3518,23,9,1006,36250,1531,1132,399,1531,84100,2010
PA079000004,421239705004,42123,42123970500,44.4,3787,3711,6,13,1020,37101,1600,1162,438,1600,82900,2011
PA079000004,421239705004,42123,42123970500,45.6,3740,3627,13,24,1032,38678,1573,1149,424,1573,83600,2012
PA079000004,421239705004,42123,42123970500,48.1,3649,3503,17,29,948,38467,1542,1141,401,1542,82500,2013
PA079000004,421239705004,42123,42123970500,49.1,3609,3469,18,30,965,40174,1518,1144,374,1518,81400,2014
PA079000004,421239705004,42123,42123970500,48,3709,3604,4,20,976,41028,1521,1167,354,1521,81800,2015
PA079000004,421239705004,42123,42123970500,49.3,3589,3493,4,15,941,41052,1457,1106,351,1457,82300,2016
PA079000004,421239705004,42123,42123970500,47.6,3618,3528,9,16,939,41132,1476,1087,389,1476,81600,2017
PA079000004,421239705004,42123,42123970500,46.9,3615,3526,4,19,998,44449,1484,1093,391,1484,83200,2018
PA079000004,421239705004,42123,42123970500,47,3606,3503,11,31,957,46806,1510,1096,414,1510,84100,2019
PA079000004,421239705004,42123,42123970500,46.9,3549,3450,16,37,985,45625,1520,1120,400,1520,85300,2020
PA051000008,420171006002,42017,42017100600,39.7,3564,3012,259,263,905,46534,1577,785,792,1577,177800,2010
PA051000008,420171006002,42017,42017100600,39.4,3699,2756,256,651,893,47741,1521,744,777,1521,183800,2011
PA051000008,420171006002,42017,42017100600,39.1,3562,2612,442,426,921,49254,1524,804,720,1524,176300,2012
PA051000008,420171006002,42017,42017100600,36.3,3589,2634,465,446,823,45729,1391,654,737,1391,180700,2013
PA051000008,420171006002,42017,42017100600,38.6,3523,2321,631,537,825,45343,1360,664,696,1360,170500,2014
PA051000008,420171006002,42017,42017100600,40,3678,2563,350,601,875,42991,1421,707,714,1421,172100,2015
PA051000008,420171006002,42017,42017100600,38.9,3639,2124,456,824,847,42055,1418,558,860,1418,165100,2016
PA051000008,420171006002,42017,42017100600,38.9,3929,2637,359,666,918,50089,1483,660,823,1483,166500,2017
PA051000008,420171006002,42017,42017100600,39.2,3918,2327,299,990,965,56365,1491,657,834,1491,169300,2018
PA051000008,420171006002,42017,42017100600,38.8,3985,2644,269,644,990,59834,1507,737,770,1507,171500,2019
PA051000008,420171006002,42017,42017100600,36.2,3925,2703,211,668,953,63086,1515,763,752,1515,182400,2020
RI011000006,440030215012,44003,44003021501,41.8,3098,3081,17,0,968,60682,1222,959,263,1222,243400,2010
RI011000006,440030215012,44003,44003021501,41.2,3020,2991,17,0,916,56409,1202,998,204,1202,243100,2011
RI011000006,440030215012,44003,44003021501,41.3,2833,2774,26,16,818,59781,1148,963,185,1148,215800,2012
RI011000006,440030215012,44003,44003021501,38.1,2986,2835,20,70,760,58421,1194,968,226,1194,192300,2013
RI011000006,440030215012,44003,44003021501,40.1,3082,2942,17,91,799,59883,1231,965,266,1231,175700,2014
RI011000006,440030215012,44003,44003021501,43.1,2990,2843,20,93,831,64813,1239,943,296,1239,172300,2015
RI011000006,440030215012,44003,44003021501,44.7,3072,2843,48,87,847,68634,1279,956,323,1279,181000,2016
RI011000006,440030215012,44003,44003021501,45.1,3164,2890,52,100,874,68672,1321,945,376,1321,179500,2017
RI011000006,440030215012,44003,44003021501,44.8,3109,2932,20,58,893,60664,1317,895,422,1317,181400,2018
RI011000006,440030215012,44003,44003021501,43,3148,2952,94,0,909,69508,1313,905,408,1313,197600,2019
RI011000006,440030215012,44003,44003021501,42.7,3244,2971,76,29,859,69599,1331,893,438,1331,236100,2020
PA044000002,420792174002,42079,42079217400,36.7,2011,909,0,1083,407,27147,723,366,357,723,65800,2010
PA044000002,420792174002,42079,42079217400,32,2008,952,0,1039,452,26799,695,338,357,695,62000,2011
PA044000002,420792174002,42079,42079217400,33,1888,803,0,1056,413,26397,643,279,364,643,63900,2012
PA044000002,420792174002,42079,42079217400,36.1,1930,700,0,1202,432,23793,672,254,418,672,66500,2013
PA044000002,420792174002,42079,42079217400,30.6,1834,711,0,1123,383,22902,631,230,401,631,57800,2014
PA044000002,420792174002,42079,42079217400,31.6,1552,608,0,944,330,21996,581,193,388,581,56500,2015
PA044000002,420792174002,42079,42079217400,30.9,1660,626,2,1032,330,21744,627,204,423,627,57900,2016
PA044000002,420792174002,42079,42079217400,29.2,1734,752,3,910,356,24656,621,216,405,621,57400,2017
PA044000002,420792174002,42079,42079217400,29.9,1554,695,6,786,332,23301,599,200,399,599,58600,2018
PA044000002,420792174002,42079,42079217400,30.6,1460,674,7,708,334,22756,560,192,368,560,62300,2019
PA044000002,420792174002,42079,42079217400,27.9,1635,650,5,907,319,30622,750,194,556,750,55000,2020
SC037000011,450070006003,45007,45007000600,37.2,3274,892,2117,141,655,16673,1420,388,1032,1420,57400,2010
SC037000011,450070006003,45007,45007000600,36.6,3363,777,2387,98,677,15988,1418,365,1053,1418,59800,2011
SC037000011,450070006003,45007,45007000600,35.3,3291,880,2197,117,676,15983,1407,420,987,1407,74600,2012
SC037000011,450070006003,45007,45007000600,35.8,3213,900,2135,115,631,16522,1356,424,932,1356,73000,2013
SC037000011,450070006003,45007,45007000600,36.3,3224,837,2261,51,643,14375,1338,390,948,1338,71500,2014
SC037000011,450070006003,45007,45007000600,40.7,3042,645,2277,56,631,16489,1290,448,842,1290,72600,2015
SC037000011,450070006003,45007,45007000600,42.8,2873,709,2030,77,584,17955,1300,464,836,1300,61700,2016
SC037000011,450070006003,45007,45007000600,45.8,2924,688,2079,75,614,21432,1319,499,820,1319,57300,2017
SC037000011,450070006003,45007,45007000600,44.8,3135,742,2265,53,639,20253,1424,490,934,1424,68200,2018
SC037000011,450070006003,45007,45007000600,38.7,3161,762,2013,360,644,24775,1406,509,897,1406,82200,2019
SC037000011,450070006003,45007,45007000600,44.2,3222,875,2009,305,684,23989,1516,494,1022,1516,68900,2020
PA081000001,420770051002,42077,42077005100,38.8,4290,4004,57,219,1181,41083,1734,1054,680,1734,141700,2010
PA081000001,420770051002,42077,42077005100,37.1,4278,3954,71,225,1121,39688,1717,996,721,1717,143600,2011
PA081000001,420770051002,42077,42077005100,36,4264,3845,85,289,1059,41330,1701,965,736,1701,138300,2012
PA081000001,420770051002,42077,42077005100,36.5,4251,3858,86,259,1035,44261,1704,958,746,1704,133000,2013
PA081000001,420770051002,42077,42077005100,36.5,4258,3885,42,280,1039,47401,1732,973,759,1732,124700,2014
